codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose1_grupo10,aplicadas_dose1_grupo11,aplicadas_dose1_grupo12,aplicadas_dose1_grupo13,aplicadas_dose1_grupo14,aplicadas_dose1_grupo15,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9,aplicadas_dose2_grupo10,aplicadas_dose2_grupo11
280650,Santa Rosa de Lima,3923,88,163,403,878,433,625,383,95,0,0,93,175,231,0,0,18,3,0,0,0,0,10,95,0,0,27,168,93,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,472,992,512,1049,445,115,0,0,137,259,358,0,0,7,3,0,0,0,16,154,96,0,0,53,232,64,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,2148,1134,1636,737,167,0,0,236,419,779,0,0,27,8,0,0,0,0,0,163,0,0,227,305,42,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,14697,6472,9600,4961,1288,27,0,1070,2194,4783,0,30,102,43,0,1,2,0,60,779,26,0,360,2004,1792,0,0,0,0,0
280680,São Domingos,11207,218,488,817,2171,1216,1871,1130,167,0,0,191,479,747,0,0,17,15,0,0,0,58,197,145,0,0,191,476,318,0,0,0,3,0
280690,São Francisco,3781,64,138,246,704,349,538,310,77,0,0,63,116,232,0,0,11,1,0,0,0,0,38,72,0,0,20,109,109,0,0,11,0,0
280700,São Miguel do Aleixo,3947,83,169,283,839,479,667,373,90,0,0,94,184,286,0,0,8,2,0,0,0,0,3,89,0,0,93,183,8,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,8455,4040,6575,3327,797,12,0,1124,1836,2432,0,254,87,20,0,0,0,3,10,697,12,0,479,1588,551,0,0,0,0,0
280720,Siriri,8970,154,316,533,1758,943,1332,827,152,0,0,161,305,459,0,168,10,1,0,0,0,2,74,134,0,0,155,290,248,0,0,7,0,0
280730,Telha,3249,49,100,178,589,309,486,273,88,0,0,59,101,180,0,0,11,4,0,0,0,0,43,81,0,0,26,98,68,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,10363,5138,7976,4611,994,33,0,1301,2087,3029,0,0,180,33,0,0,0,7,312,913,33,0,443,1963,1259,0,0,44,6,0
280750,Tomar do Geru,13535,208,446,760,2206,1036,1491,877,175,0,0,203,440,642,0,0,14,0,0,0,0,2,15,133,0,0,129,361,254,0,0,0,0,0
280760,Umbaúba,25550,308,725,1482,4098,1928,3095,1696,441,0,0,368,714,1332,0,0,24,24,0,0,0,40,152,371,0,0,131,654,540,0,0,14,3,0
