codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose1_grupo32_3539,aplicadas_dose1_grupo33_3034,aplicadas_dose1_grupo34_lactante,aplicadas_dose1_grupo35_2529,aplicadas_dose1_grupo36_2024,aplicadas_dose1_grupo37_1819,aplicadas_dose1_grupo38_1517,aplicadas_dose1_grupo39_1214,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose2_grupo32_3539,aplicadas_dose2_grupo33_3034,aplicadas_dose2_grupo34_lactante,aplicadas_dose2_grupo35_2529,aplicadas_dose2_grupo36_2024,aplicadas_dose2_grupo37_1819,aplicadas_dose2_grupo38_1517,aplicadas_dose2_grupo39_1214,aplicadas_dose_unica_grupo1_saude,aplicadas_dose_unica_grupo2_institucionalizados,aplicadas_dose_unica_grupo3_indigenasaldeados,aplicadas_dose_unica_grupo4_80mais,aplicadas_dose_unica_grupo5_7079,aplicadas_dose_unica_grupo6_6069,aplicadas_dose_unica_grupo7_situacaoderua,aplicadas_dose_unica_grupo8_quilombolas,aplicadas_dose_unica_grupo9_seguranca,aplicadas_dose_unica_grupo14_deficiente,aplicadas_dose_unica_grupo15_comorbidade,aplicadas_dose_unica_grupo16_educacao,aplicadas_dose_unica_grupo17_sistemaprisional,aplicadas_dose_unica_grupo18_privadosliberdade,aplicadas_dose_unica_grupo19_transporteaereo,aplicadas_dose_unica_grupo20_limpezaurbana,aplicadas_dose_unica_grupo21_transportecoletivo,aplicadas_dose_unica_grupo22_caminhoneiros,aplicadas_dose_unica_grupo23_5559,aplicadas_dose_unica_grupo24_educacaosuperior,aplicadas_dose_unica_grupo25_zonaportuaria,aplicadas_dose_unica_grupo26_industriaiscivil,aplicadas_dose_unica_grupo27_5054,aplicadas_dose_unica_grupo28_4549,aplicadas_dose_unica_grupo29_4044,aplicadas_dose_unica_grupo30_gestantes,aplicadas_dose_unica_grupo31_puerperas,aplicadas_dose_unica_grupo32_3539,aplicadas_dose_unica_grupo33_3034,aplicadas_dose_unica_grupo34_lactante,aplicadas_dose_unica_grupo35_2529,aplicadas_dose_unica_grupo36_2024,aplicadas_dose_unica_grupo37_1819,aplicadas_dose_unica_grupo38_1517,aplicadas_dose_unica_grupo39_1214
280120,Canindé de São Francisco,30402,278,703,1214,17681,7061,275,16933,6295,275,599,0,0,347,826,1318,0,437,80,153,1410,414,0,0,0,64,21,69,681,20,0,86,924,1081,1240,252,55,1369,1394,68,1451,1824,818,0,0,576,0,0,340,831,1303,0,396,76,88,1228,344,0,1,0,40,19,35,263,3,0,30,294,51,78,134,43,96,4,19,3,0,0,0,0,21,0,0,0,0,4,0,0,0,4,13,7,0,0,0,8,1,10,20,0,0,0,25,77,85,0,0,0,0,0,0,0,0,0,0
280130,Capela,34514,564,1121,2006,22165,10866,315,18757,6103,357,836,0,0,565,1119,1869,0,596,54,38,1994,523,0,0,0,114,17,103,692,0,0,229,838,1054,1385,201,45,1538,1541,0,1427,1361,618,0,0,694,0,0,571,991,1447,0,500,52,31,967,236,0,0,0,28,2,9,96,0,0,5,56,76,133,66,15,51,69,0,6,1,1,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0,1,6,32,32,0,2,30,232,0,0,0,0,0,0
280140,Carira,22239,450,956,1559,14159,8127,195,13536,5815,194,370,0,0,514,971,1766,0,0,18,80,1614,375,0,0,0,26,0,93,536,0,0,4,679,826,868,68,32,941,1029,11,1099,1072,467,88,0,311,0,0,492,999,1459,0,0,15,33,191,109,0,0,0,9,0,8,432,0,0,0,364,303,303,8,1,281,335,3,140,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,0,20,50,57,0,0,58,0,0,0,0,0,0,0
280150,Carmópolis,16937,117,294,770,10101,4595,155,8502,2605,155,363,0,0,123,333,787,0,0,122,37,706,240,0,0,0,87,2,27,359,0,0,150,458,553,640,63,11,764,761,10,837,579,500,0,0,266,0,0,90,166,656,0,0,44,0,158,45,0,0,0,20,0,0,137,0,0,7,110,233,144,20,7,169,295,1,32,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,12,65,0,0,68,0,0,0,0,0,0,0
280160,Cedro de São João,5913,140,291,399,3876,2493,60,3485,1686,60,169,0,0,119,310,375,0,0,9,19,429,130,0,0,0,17,0,0,193,0,0,0,211,260,219,18,3,229,234,11,209,241,91,0,0,150,0,0,141,310,379,0,0,8,0,312,115,0,0,0,5,0,0,56,0,0,0,12,26,41,4,3,41,64,3,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,6,10,17,0,0,21,0,0,0,0,0,0,0
280170,Cristinápolis,18029,202,496,876,10917,5999,165,9200,3259,165,376,0,0,297,513,867,0,0,13,70,938,276,0,0,0,24,28,6,388,0,0,0,498,598,632,47,5,746,816,7,777,928,357,0,0,342,0,0,279,512,880,0,0,17,25,511,129,0,0,0,5,3,0,126,0,0,0,93,85,90,4,6,109,30,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,12,15,21,0,0,98,3,0,0,0,0,0,0
280190,Cumbe,3998,94,198,262,2746,1919,45,2714,1473,45,83,0,0,98,199,250,0,193,8,35,136,70,0,0,0,7,11,14,133,0,0,2,173,187,188,18,2,162,212,2,212,227,94,0,0,83,0,0,99,198,244,0,183,8,30,105,67,0,0,0,7,11,3,82,0,0,1,96,42,69,2,1,36,96,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,26,0,0,0,0,0,0,0
280200,Divina Pastora,5215,69,155,317,3186,2082,50,2888,1424,50,175,0,0,78,152,244,0,0,13,39,182,164,0,0,0,37,6,9,103,0,0,9,157,185,216,35,6,213,225,2,231,276,133,0,0,171,0,0,72,153,242,0,0,13,1,107,131,0,0,0,26,5,1,88,0,0,0,39,74,54,22,5,71,137,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,0,0,38,0,0,0,0,0,0,0
280210,Estância,69556,1093,2308,4544,44272,22405,2500,39956,17286,2510,2224,0,0,1291,2087,4247,1,266,300,106,4280,954,118,228,0,0,469,176,681,118,3,45,1861,1606,3238,401,122,2365,4396,163,2288,4300,1785,0,0,1854,33,0,1309,2090,4178,0,241,180,0,1785,182,0,0,0,0,90,17,1135,190,0,0,1487,383,1088,58,11,344,535,27,28,41,0,0,0,17,0,0,0,0,20,0,0,1,4,119,11,0,0,0,0,11,6,62,0,0,0,335,0,1565,0,0,359,0,0,0,0,0,0,0
280220,Feira Nova,5601,100,217,383,3631,2193,55,3368,1470,57,90,0,0,108,214,361,0,0,8,41,224,117,0,0,0,15,0,52,157,0,0,8,187,232,239,33,3,287,277,3,290,323,102,0,0,95,2,0,110,210,373,0,0,8,21,185,55,0,1,0,13,0,24,91,0,0,3,64,38,61,2,1,53,54,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,3,5,40,0,0,2,0,0,0,0,0,0,0
280230,Frei Paulo,15556,294,608,994,10071,5359,150,10157,4879,150,253,0,0,308,607,1032,0,183,14,161,638,264,0,0,0,61,11,100,527,0,0,290,473,635,616,84,24,701,908,35,972,937,358,0,0,236,0,0,296,593,981,0,173,14,122,555,245,0,0,0,53,10,81,275,0,0,143,266,187,106,2,1,100,173,8,259,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,4,0,0,0,13,18,39,0,0,70,0,0,0,0,0,0,0
280240,Gararu,11601,203,448,701,7412,4420,120,7211,2879,115,174,0,0,257,522,753,0,0,15,12,275,232,0,0,0,14,15,6,484,0,0,53,516,577,611,42,13,668,544,1,500,646,282,0,0,144,0,0,249,513,700,0,0,13,4,36,135,0,0,0,0,0,1,198,0,0,4,162,126,150,12,1,274,128,0,22,7,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,25,40,39,0,0,2,0,0,0,0,0,0,0
280250,General Maynard,3384,47,109,207,2180,1445,35,1966,1032,35,136,0,0,53,106,211,0,0,26,59,160,78,0,0,0,35,0,7,88,0,0,0,118,119,103,13,7,143,113,17,171,165,55,0,0,123,0,0,51,106,207,0,0,26,55,150,75,0,0,0,30,0,3,4,0,0,0,15,48,23,4,5,59,31,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,3861,2439,65,3955,1568,71,155,0,0,172,287,485,0,0,14,83,466,106,0,0,0,26,3,11,163,0,0,4,206,220,283,50,11,304,281,5,261,259,105,0,0,127,0,0,172,288,485,0,2,15,38,332,18,0,0,0,2,0,1,8,0,0,1,17,22,38,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,48,7,0,0,0,0,0,0,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,5233,3402,80,4982,2325,80,160,0,0,195,287,539,0,324,13,74,340,191,0,0,0,13,5,7,218,0,0,0,241,278,311,52,17,357,351,17,403,429,177,0,0,128,0,0,181,276,466,0,307,12,51,318,95,1,1,0,0,4,0,49,0,0,0,26,57,67,21,8,91,106,0,51,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,59,0,0,4,0,0,0,0,0,0,0
280280,Indiaroba,18149,221,453,850,10569,5413,145,9553,3282,147,288,0,0,291,454,810,0,140,57,46,462,380,4,0,0,28,5,1,494,0,0,5,568,610,706,60,20,697,782,12,518,1247,880,0,0,230,0,0,247,440,747,0,140,42,2,68,230,0,0,0,0,0,0,171,0,0,0,141,148,179,12,3,147,151,0,138,38,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,14,29,0,0,83,3,0,0,0,0,0,0
280290,Itabaiana,96142,1449,3289,6024,61455,29276,2400,61730,25668,2430,3289,9,0,1960,3455,6563,20,0,252,355,4688,1197,0,0,0,274,78,2000,2919,772,0,1396,3275,2994,4251,531,95,4828,4670,89,4991,5023,1845,0,0,2923,233,0,1727,3495,5919,10,0,242,246,4046,1407,1,1,0,192,68,1026,1563,394,0,16,634,422,167,97,28,762,27,3,11,8,0,0,0,17,9,0,0,3,13,7,0,0,13,39,14,0,0,0,9,3,22,90,2,0,0,413,1173,601,0,0,1,1,0,0,0,0,0,0
280300,Itabaianinha,42166,630,1353,2494,26097,12543,370,23537,9877,370,842,0,0,703,1447,2330,2,0,68,299,2558,625,0,0,0,19,72,156,840,8,0,1149,1082,1245,1660,195,53,1705,1653,14,1809,2059,958,0,0,757,0,0,647,1400,2224,0,0,46,229,2156,438,0,0,0,6,51,21,259,0,0,278,247,286,274,12,6,114,143,2,251,18,12,0,0,2,0,0,0,0,7,30,0,0,1,8,2,0,0,0,0,1,2,19,0,0,12,17,36,57,0,0,128,48,0,0,0,0,0,0
280310,Itabi,4886,115,264,446,3419,2210,55,3271,1473,56,133,0,0,105,286,412,0,0,8,66,304,119,0,0,0,0,2,9,163,0,0,2,181,221,228,21,6,227,207,3,235,232,104,0,0,105,0,0,107,283,411,0,0,5,54,218,68,0,0,0,0,0,0,27,0,0,0,29,28,53,0,1,76,8,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,28,0,0,0,0,0,0,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,21685,10119,330,21062,8127,330,732,0,0,483,1403,1844,0,0,61,211,2147,555,0,0,0,31,52,58,812,0,0,752,1082,1308,1413,191,56,1737,1756,16,1708,1697,973,0,0,659,0,0,510,1196,2070,1,0,45,95,1288,342,1,1,0,10,32,3,391,0,0,34,284,198,208,53,6,183,187,0,169,135,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,100,0,0,25,25,0,0,0,0,0,0
280330,Japaratuba,18907,302,670,1215,12136,6865,175,10861,5049,175,361,0,0,299,709,1111,0,335,34,119,690,376,0,0,0,74,1,23,586,2,0,72,545,669,816,95,24,888,856,15,858,924,389,0,5,291,0,0,294,664,963,0,303,22,29,340,196,0,0,0,35,0,5,364,0,0,33,320,277,289,21,11,238,322,1,20,11,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,6,0,0,0,15,22,63,0,0,60,0,0,0,0,0,0,0
280340,Japoatã,13429,208,477,734,8370,4912,135,8233,2982,154,253,0,0,258,505,809,0,533,27,118,559,241,0,0,0,33,2,4,394,0,0,131,435,506,592,106,9,547,598,27,607,734,232,0,0,255,0,0,174,470,700,0,504,28,48,272,80,0,0,0,0,1,1,54,0,0,1,42,38,82,6,1,117,106,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,6,27,98,0,0,5,0,0,0,0,0,0,0
280350,Lagarto,105221,1941,4108,7217,69834,36638,2500,67975,29810,2510,4503,0,0,2054,4221,7146,14,669,201,759,4569,1896,0,0,0,106,199,923,3137,226,0,435,3812,4301,3649,477,99,5271,5412,94,5595,6011,2290,0,0,3816,48,0,1899,3953,6629,0,656,176,415,3373,1821,0,0,0,66,228,397,1794,96,0,188,1313,1179,755,134,32,178,632,12,20,0,0,0,0,395,0,0,1,6,14,0,0,0,3,29,12,0,0,0,0,1,9,81,0,0,6,112,243,1171,0,0,427,0,0,0,0,0,0,0
280360,Laranjeiras,30080,269,727,1448,19356,10918,490,20166,8748,502,620,0,0,296,723,1311,0,2109,105,86,3237,546,0,0,0,80,42,64,567,0,1,1297,757,906,1103,109,43,1180,1090,0,1472,1496,625,187,114,543,0,0,314,722,1197,0,1887,78,38,2134,368,1,0,1,147,29,7,202,8,0,355,221,43,43,22,4,23,23,0,45,290,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,15,38,66,0,0,178,191,0,0,0,0,0,0
280370,Macambira,6961,178,337,535,4658,2840,70,4660,2294,70,134,0,0,186,321,520,0,0,11,25,536,118,0,0,0,13,29,32,300,0,0,107,235,254,277,42,9,354,305,15,326,361,165,0,0,122,0,0,254,332,501,0,0,11,21,335,88,0,0,0,6,13,13,121,0,0,2,114,104,65,11,1,92,79,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,8,56,0,0,0,0,0,0,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,2327,1480,40,2076,723,43,144,0,0,67,146,234,0,0,19,23,180,85,0,0,0,5,0,12,91,0,0,18,123,112,174,27,3,163,119,0,159,125,47,0,0,93,0,0,65,117,187,0,0,19,0,7,58,0,0,0,1,0,1,44,0,0,0,38,40,7,0,0,18,22,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,2,2,18,12,0,0,1,1,0,0,0,0,0,0
280390,Malhador,12653,203,468,914,8226,4655,120,7757,3189,119,188,0,0,224,501,865,0,0,13,75,473,272,0,0,0,32,70,191,370,0,0,0,487,550,542,66,20,598,574,11,657,696,293,0,0,175,0,0,223,461,840,0,0,12,61,327,239,0,0,0,22,21,55,115,0,0,0,42,60,103,66,20,118,210,4,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,14,96,0,0,0,0,0,0,0,0,0,0
