codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo10_downautismo,aplicadas_dose1_grupo12_puerperascomorbidade,aplicadas_dose1_grupo13_gestantecomorbidade,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo10_downautismo,aplicadas_dose2_grupo12_puerperascomorbidade,aplicadas_dose2_grupo13_gestantecomorbidade,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044
280270,Ilha das Flores,8521,170,275,452,2637,792,2304,745,136,0,0,188,279,523,0,313,13,5,1,4,66,319,169,0,0,0,0,5,3,157,0,0,0,123,0,0,110,0,0,175,266,185,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280280,Indiaroba,18149,221,453,850,4178,1452,3797,1243,272,0,0,288,451,775,0,117,55,11,1,1,33,401,372,3,0,0,28,4,1,342,0,0,0,324,232,86,227,0,0,219,419,338,0,0,30,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280290,Itabaiana,96142,1449,3289,6024,29502,9951,28035,7638,3096,227,0,1954,3426,6257,20,0,241,66,5,21,133,4590,1143,0,0,0,253,72,1924,2425,756,0,0,1426,0,0,1927,156,0,1681,2881,830,0,0,118,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280300,Itabaianinha,42166,630,1353,2494,11150,3851,10715,3743,814,0,0,697,1423,2235,0,0,68,20,4,5,274,2470,584,0,0,0,18,68,142,468,2,0,981,442,0,0,547,0,0,615,1346,1201,0,0,9,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280310,Itabi,4886,115,264,446,1854,703,1691,670,107,0,0,105,284,406,0,0,7,4,1,1,60,274,113,0,0,0,0,0,8,147,0,0,2,121,47,4,91,0,0,106,280,186,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,8487,3716,7760,3214,692,0,0,476,1389,1768,0,0,58,18,5,15,143,1913,507,0,0,0,25,50,51,241,0,0,137,249,23,0,584,0,0,483,1174,938,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280330,Japaratuba,18907,302,670,1215,5842,2250,5495,1928,317,0,0,298,705,1088,0,317,35,9,1,13,110,657,361,0,0,0,72,1,14,474,2,0,71,387,387,176,264,0,0,294,653,409,0,301,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280340,Japoatã,13429,208,477,734,4338,1395,3502,1219,233,0,0,257,499,787,0,533,27,13,0,0,100,516,229,0,0,0,20,1,0,227,0,0,0,57,1,2,215,0,0,151,468,368,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280350,Lagarto,105221,1941,4108,7217,36898,13240,34419,11185,4286,48,0,2041,4171,6914,9,661,187,71,9,31,706,4311,1771,0,0,0,105,185,878,2562,226,0,371,2758,2118,0,3085,46,0,1775,3797,2328,0,0,19,46,0,2,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280360,Laranjeiras,30080,269,727,1448,9875,2515,9143,2275,613,0,0,295,714,1282,0,2029,105,24,2,8,70,1564,539,0,0,0,0,39,32,436,0,0,317,503,543,28,434,0,0,257,709,858,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280370,Macambira,6961,178,337,535,2236,935,2272,916,111,0,0,186,320,511,0,0,11,5,1,7,24,524,111,0,0,0,13,28,26,232,0,0,3,158,1,0,99,0,0,254,328,212,0,0,10,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,1008,547,1041,380,107,0,0,76,125,212,0,0,18,6,0,0,14,243,91,0,0,0,1,0,5,118,0,0,1,22,1,1,97,0,0,62,124,84,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280390,Malhador,12653,203,468,914,3757,1316,3479,1157,165,0,0,222,496,834,0,0,12,10,1,5,71,454,263,0,0,0,32,67,174,310,0,0,0,322,41,0,136,0,0,220,451,330,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280400,Maruim,17271,179,453,898,3998,1561,3812,1285,283,0,0,242,531,1016,1,0,53,4,3,8,144,629,274,0,0,0,44,25,10,333,0,0,81,131,0,0,254,0,0,222,491,286,0,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280410,Moita Bonita,11348,318,611,904,4052,1945,4002,1642,189,0,0,323,607,887,0,0,11,10,1,4,154,855,176,0,0,0,31,12,226,214,0,0,0,142,160,0,131,0,0,322,582,590,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,3573,1578,3639,1337,214,0,0,112,439,772,0,0,12,6,4,8,0,296,251,0,0,0,39,0,9,514,0,0,0,514,449,0,186,0,0,112,433,600,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280430,Muribeca,7639,120,263,500,2165,1021,2045,844,125,0,0,127,286,512,0,0,13,3,0,9,3,545,137,0,0,0,8,10,18,116,0,0,8,102,22,1,99,0,0,122,278,327,0,0,13,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280440,Neópolis,18703,361,698,1274,5805,2366,4784,1905,434,0,0,408,690,1165,0,0,37,11,0,0,18,731,290,0,0,0,6,0,5,256,0,0,345,256,126,6,396,0,0,289,584,605,0,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,3020,1364,2920,1329,145,0,0,220,446,647,0,126,8,5,0,0,90,294,164,0,0,0,18,16,60,233,0,0,169,278,1,0,138,0,0,217,441,395,0,126,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,11214,3881,9525,2993,933,20,0,692,1351,1954,0,0,70,10,4,11,328,1185,609,18,218,0,60,6,181,741,117,0,69,948,0,0,774,19,0,649,1225,270,0,0,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,7989,3079,7610,2698,676,0,0,548,1057,1738,12,0,65,24,7,49,80,1463,473,0,0,0,169,13,121,476,0,0,254,381,3,1,524,0,0,500,930,699,0,0,30,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,2117,891,2019,758,153,0,0,132,303,461,0,0,16,3,0,1,58,289,164,0,0,0,18,2,12,185,0,0,1,206,15,0,114,0,0,120,281,236,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,45512,15885,41677,12832,2747,36,0,1477,3864,8639,0,2,452,85,18,17,430,9205,2422,64,443,0,490,68,362,3793,0,0,1384,3624,2043,12,1903,36,0,1343,3542,5837,0,0,112,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280490,Pacatuba,14540,230,455,822,3696,1349,3609,1270,202,0,0,229,455,800,0,0,8,12,4,9,190,995,266,0,1,0,16,0,8,163,0,0,52,199,0,0,175,0,0,217,436,423,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,1028,379,971,351,77,0,0,68,146,218,0,0,8,1,0,0,44,280,55,0,0,0,6,1,1,48,0,0,0,18,0,0,53,0,0,68,139,79,0,0,7,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,2572,1053,2452,973,161,0,0,231,399,546,0,0,22,11,0,2,23,385,153,0,0,0,0,19,15,136,0,0,0,204,145,0,131,0,0,174,384,268,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280520,Pinhão,6627,134,336,524,2124,931,1961,883,96,0,0,127,319,480,0,0,10,7,0,3,48,113,112,0,0,0,14,16,16,205,0,0,1,282,112,0,84,0,0,125,315,345,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280530,Pirambu,9359,130,267,522,2851,986,2947,845,167,0,0,157,266,518,0,302,27,3,0,36,27,561,176,0,0,0,59,60,5,213,0,0,0,213,157,0,155,0,0,152,252,259,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,8451,3126,8214,3291,459,0,0,535,1109,1379,0,316,47,19,15,21,58,2115,399,0,0,0,18,16,80,496,0,0,2,440,457,233,376,0,0,475,1144,1269,0,0,11,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280550,Poço Verde,23867,576,1241,1828,8005,3541,7627,3154,403,0,0,549,1118,1780,0,140,16,9,3,9,330,764,372,0,0,0,42,56,27,697,7,0,483,718,104,0,392,0,0,498,1119,1057,0,0,4,8,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,8409,3237,7917,3097,483,0,260,501,1057,1645,2,408,48,11,2,6,171,792,528,0,0,0,26,20,3,770,5,0,0,834,345,0,401,0,260,494,1020,896,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280570,Propriá,29692,524,990,1914,9931,3343,9812,2783,1123,21,0,580,1000,1777,0,14,156,22,2,21,62,1773,482,0,0,0,51,16,81,652,201,0,490,716,570,2,898,21,0,506,935,356,0,0,58,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,5737,2313,5568,2139,346,0,0,468,874,1198,0,231,25,4,2,6,148,1241,241,0,0,0,24,36,10,221,0,0,17,419,57,0,301,0,0,392,845,591,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,2937,1000,2680,948,234,0,0,133,254,519,0,171,17,7,0,3,8,324,176,0,0,0,40,5,2,219,0,0,247,240,80,1,203,0,0,125,241,359,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,6024,2443,5996,2306,426,49,0,414,842,1248,0,0,37,15,1,2,153,1028,353,0,0,0,37,64,164,500,0,0,225,435,3,0,348,49,0,411,839,630,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,2874,984,2612,891,315,0,0,130,335,455,0,0,48,11,0,3,33,600,132,0,0,0,94,0,0,269,0,0,0,109,78,0,268,0,0,123,288,200,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280620,Salgado,20025,352,780,1250,6078,2277,5744,2100,304,0,0,411,842,1272,0,0,13,11,1,1,186,953,391,0,0,0,28,26,59,528,0,0,72,643,3,0,265,0,0,406,839,575,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,5729,1016,4526,917,193,0,0,158,393,743,0,1909,11,11,1,1,73,231,199,0,0,0,6,0,1,132,0,0,0,127,124,213,150,0,0,143,304,140,0,2,0,11,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,403,1245,547,1216,515,105,0,0,93,175,242,0,0,18,3,0,0,13,156,134,0,0,0,26,3,23,100,0,0,0,102,23,0,95,0,0,91,170,151,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,472,1776,612,1712,580,126,0,0,137,259,366,0,0,7,3,1,2,55,366,112,0,0,0,16,10,0,138,0,0,0,113,1,0,97,0,0,110,236,128,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,3153,1654,2981,1403,181,0,0,236,421,793,0,0,27,10,0,1,58,637,178,0,0,0,18,38,0,212,0,0,0,168,1,2,167,0,0,230,393,582,0,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,30552,7432,29149,6918,1572,27,0,1091,2225,5118,2,30,250,51,8,19,399,5200,1651,76,2674,0,108,367,121,1710,1566,0,154,2246,2161,323,1192,26,0,946,2157,2537,0,0,41,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280680,São Domingos,11207,218,488,817,3384,1347,3243,1269,201,0,0,192,480,765,0,0,19,15,2,1,174,348,223,0,0,0,24,24,97,240,4,0,0,264,170,0,153,0,0,191,476,427,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280690,São Francisco,3781,64,138,246,1053,419,941,406,110,0,0,63,115,240,0,0,12,1,0,4,31,182,99,0,0,0,0,4,1,56,0,0,0,23,0,0,78,0,0,55,115,143,0,0,12,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,1335,599,1290,513,93,0,0,95,184,293,0,0,14,2,0,0,40,175,87,0,0,0,23,4,6,140,0,0,0,112,20,2,90,0,0,94,184,135,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,13103,5390,12962,4689,953,12,0,1145,1862,2634,0,256,91,25,5,16,177,1076,703,0,0,0,87,93,143,1191,0,0,1255,894,342,2,770,12,0,939,1681,1233,0,0,39,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280720,Siriri,8970,154,316,533,2568,973,2435,915,172,0,0,162,306,486,0,168,10,1,1,3,66,283,177,0,0,0,29,3,27,198,0,0,65,214,57,7,135,0,0,157,298,314,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280730,Telha,3249,49,100,178,942,369,900,367,93,0,0,59,102,183,0,0,12,4,0,0,11,306,66,0,0,0,21,0,4,37,0,0,2,0,0,0,83,0,0,59,101,114,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,17509,6538,16241,5978,1588,33,0,1318,2110,3206,0,0,105,37,5,7,226,2473,965,82,476,0,42,156,95,962,0,0,999,1307,49,0,985,33,0,1061,2076,1683,0,0,105,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,3529,1336,3208,1154,209,0,0,207,453,726,0,0,14,1,0,4,73,329,189,0,0,0,25,8,13,276,0,0,20,258,192,211,147,0,0,206,407,383,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280760,Umbaúba,25550,308,725,1482,7116,2238,6813,2116,471,0,0,376,725,1437,0,0,26,26,2,14,212,895,563,0,0,0,51,57,96,431,5,0,179,481,451,315,426,0,0,322,671,659,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
