codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose1_grupo32_3539,aplicadas_dose1_grupo33_3034,aplicadas_dose1_grupo34_lactante,aplicadas_dose1_grupo35_2529,aplicadas_dose1_grupo36_2024,aplicadas_dose1_grupo37_1819,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose2_grupo32_3539,aplicadas_dose2_grupo33_3034,aplicadas_dose2_grupo34_lactante,aplicadas_dose2_grupo35_2529,aplicadas_dose2_grupo36_2024,aplicadas_dose2_grupo37_1819,aplicadas_dose_unica_grupo1_saude,aplicadas_dose_unica_grupo2_institucionalizados,aplicadas_dose_unica_grupo3_indigenasaldeados,aplicadas_dose_unica_grupo4_80mais,aplicadas_dose_unica_grupo5_7079,aplicadas_dose_unica_grupo6_6069,aplicadas_dose_unica_grupo7_situacaoderua,aplicadas_dose_unica_grupo8_quilombolas,aplicadas_dose_unica_grupo9_seguranca,aplicadas_dose_unica_grupo14_deficiente,aplicadas_dose_unica_grupo15_comorbidade,aplicadas_dose_unica_grupo16_educacao,aplicadas_dose_unica_grupo17_sistemaprisional,aplicadas_dose_unica_grupo18_privadosliberdade,aplicadas_dose_unica_grupo19_transporteaereo,aplicadas_dose_unica_grupo20_limpezaurbana,aplicadas_dose_unica_grupo21_transportecoletivo,aplicadas_dose_unica_grupo22_caminhoneiros,aplicadas_dose_unica_grupo23_5559,aplicadas_dose_unica_grupo24_educacaosuperior,aplicadas_dose_unica_grupo25_zonaportuaria,aplicadas_dose_unica_grupo26_industriaiscivil,aplicadas_dose_unica_grupo27_5054,aplicadas_dose_unica_grupo28_4549,aplicadas_dose_unica_grupo29_4044,aplicadas_dose_unica_grupo30_gestantes,aplicadas_dose_unica_grupo31_puerperas,aplicadas_dose_unica_grupo32_3539,aplicadas_dose_unica_grupo33_3034,aplicadas_dose_unica_grupo34_lactante,aplicadas_dose_unica_grupo35_2529,aplicadas_dose_unica_grupo36_2024,aplicadas_dose_unica_grupo37_1819
280010,Amparo de São Francisco,2380,51,89,140,1509,850,30,1450,672,30,72,0,0,42,99,145,0,183,27,0,208,45,1,0,0,19,0,0,43,0,0,2,45,57,64,19,0,93,96,10,93,87,0,68,0,0,41,98,134,0,175,26,0,39,2,0,0,0,0,0,0,5,0,0,1,8,14,17,10,0,31,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,11,3,0,1,0,0
280020,Aquidabã,21681,481,932,1543,13305,5842,210,11106,4081,210,473,18,0,485,869,1438,0,166,24,48,644,811,0,0,0,47,42,68,567,0,0,106,727,871,837,68,15,758,820,10,725,469,0,409,17,0,440,842,1300,0,133,26,3,181,386,0,0,0,1,1,0,36,0,0,2,47,44,104,13,7,80,8,0,1,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,9,0,0,0,13,19,30,0,0,133,0,0,0,0,0
280030,Aracaju,664908,10149,24138,47854,431825,198086,12715,388824,141036,12037,39009,317,0,11974,25330,47350,355,203,5022,26,38299,10132,285,630,454,824,1279,2,136263,0,3,630,526,1,15,3264,0,17,24014,89,22259,20252,0,30678,255,1,11631,25929,42124,64,141,3200,220,8310,668,5,8,6,39,69,1,12482,0,0,7,572,77,720,1118,0,1,6,23,2703,1,0,6,2,0,0,0,4,5,0,0,0,6,2,0,0,1,0,0,0,11635,0,0,39,0,0,0,0,0,0,0,0,0,337,0
280040,Arauá,9947,149,348,644,5873,2424,100,5109,2364,102,174,0,0,211,467,647,0,0,12,113,386,204,0,0,0,12,12,36,317,0,0,30,337,748,390,65,11,292,453,26,166,0,0,167,0,0,211,470,661,0,1,10,1,105,1,0,0,0,0,0,0,88,0,0,28,480,87,29,0,1,1,23,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,1,17,1,0,0,30,41,5,0,0,0,0,0,0,0,0
280050,Areia Branca,18686,281,548,1047,11038,3905,185,10766,3630,198,300,0,0,341,584,1050,1,0,63,128,673,256,180,529,0,28,25,67,477,0,0,0,692,751,817,86,18,803,788,1,944,1051,113,259,0,0,312,577,1076,0,0,58,8,63,0,0,0,0,18,1,4,124,0,0,0,98,126,801,26,8,43,20,0,6,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,49,77,0,0,47,2,0,0,0,0
280060,Barra dos Coqueiros,30930,358,816,1754,17887,7013,845,17172,4668,967,632,2,0,437,886,1756,1,201,85,104,1531,565,0,0,0,114,18,3,770,0,506,253,1155,1603,1405,191,48,1623,1462,28,1346,447,0,531,0,0,389,886,1684,0,37,62,12,384,71,0,0,0,1,0,0,242,2,19,1,162,119,30,3,0,17,13,0,2,1,0,3,0,0,2,2,21,0,136,0,0,40,11,0,0,0,1,0,0,40,0,0,0,90,250,366,0,0,3,2,0,0,0,0
280067,Boquim,26899,476,1158,1852,16467,6979,255,14631,5684,252,722,9,0,572,1204,1823,0,0,68,152,1434,400,0,0,0,54,56,127,780,0,0,300,910,1035,1026,111,36,1070,965,25,898,641,213,619,9,0,530,1194,1670,0,0,26,3,109,130,0,0,0,0,4,2,565,0,0,1,270,351,70,32,8,77,9,0,0,5,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,18,0,0,0,50,50,126,0,0,0,0,0,0,1,0
280070,Brejo Grande,8353,121,199,417,4888,2595,75,4214,1856,75,155,0,0,154,205,447,0,710,14,9,465,254,0,0,0,0,0,0,162,0,0,0,192,245,285,39,7,259,322,10,176,100,4,147,0,0,155,205,312,0,590,11,0,296,18,0,0,0,0,0,0,4,0,0,0,11,24,51,4,0,18,8,0,1,1,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,9,0,0,44,10,0,1,0,0
280100,Campo do Brito,18218,408,774,1318,11062,4648,175,9984,3479,175,337,0,0,438,813,1224,0,0,15,160,614,333,0,0,0,32,52,218,588,0,0,20,725,737,660,113,21,823,701,22,644,694,0,278,0,0,432,788,1110,0,0,10,21,174,27,0,0,0,1,0,6,137,0,0,0,90,164,133,33,3,67,4,4,1,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,3,0,0,3,6,48,109,0,0,0,0,0,0,0,0
280110,Canhoba,4006,72,156,232,2559,1330,40,2080,700,40,108,0,0,97,177,246,0,67,8,22,156,106,0,0,0,17,4,0,149,0,0,0,188,144,169,15,4,142,181,0,73,7,0,84,0,0,97,178,177,0,46,8,1,33,0,0,0,0,2,0,0,2,0,0,0,4,17,28,1,0,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,11,18,4,0,0,2,0,0,0,0,0
