codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose1_grupo10,aplicadas_dose1_grupo11,aplicadas_dose1_grupo12,aplicadas_dose1_grupo13,aplicadas_dose1_grupo14,aplicadas_dose1_grupo15,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9,aplicadas_dose2_grupo10,aplicadas_dose2_grupo11
280010,Amparo de São Francisco,2380,51,89,140,572,212,492,199,63,0,0,42,96,117,0,153,21,0,0,0,0,0,0,56,0,0,26,83,34,0,0,0,0,0
280020,Aquidabã,21681,481,932,1543,3904,2004,3211,1592,400,18,0,478,853,1277,0,155,20,10,0,0,0,0,0,353,17,0,157,743,322,0,0,0,0,0
280030,Aracaju,664908,10149,24138,47854,128375,55200,113246,38182,29308,349,0,11785,24868,43251,73,202,2645,355,36,0,0,4,370,17325,339,0,1083,14260,5084,41,50,1,0,0
280040,Arauá,9947,149,348,644,1502,812,1448,854,163,0,0,211,466,586,0,0,7,15,0,0,0,0,0,162,0,0,111,461,120,0,0,0,0,0
280050,Areia Branca,18686,281,548,1047,2542,1371,2151,1257,260,0,0,336,570,917,0,0,61,7,0,0,0,0,0,243,0,0,144,537,333,0,0,0,0,0
280060,Barra dos Coqueiros,30930,358,816,1754,4275,2195,3632,1618,560,0,0,424,868,1486,0,201,70,23,0,0,0,0,0,294,0,0,178,788,358,0,0,0,0,0
280067,Boquim,26899,476,1158,1852,4716,2746,4040,2270,600,9,0,564,1191,1623,0,0,27,18,0,0,0,1,7,448,9,0,226,1140,447,0,0,0,0,0
280070,Brejo Grande,8353,121,199,417,1978,458,1677,360,133,0,0,153,189,407,0,668,13,0,0,0,0,0,114,103,0,0,66,181,10,0,0,0,0,0
280100,Campo do Brito,18218,408,774,1318,3095,1955,2647,1748,263,0,0,439,784,1078,0,0,10,19,0,1,0,0,53,238,0,0,530,703,277,0,0,0,0,0
280110,Canhoba,4006,72,156,232,608,348,628,260,82,0,0,98,173,265,0,0,10,0,0,0,0,0,0,74,0,0,42,143,1,0,0,0,0,0
280120,Canindé de São Francisco,30402,278,703,1214,3390,1735,3228,1615,421,0,0,341,799,1143,0,393,40,12,0,0,2,2,75,350,0,0,330,735,200,0,0,0,0,0
280130,Capela,34514,564,1121,2006,5623,2093,4737,1696,703,0,0,639,1096,1644,0,582,25,17,0,0,1,0,30,544,0,0,241,834,77,0,0,0,0,0
280140,Carira,22239,450,956,1559,3622,2292,3419,2109,306,0,0,508,959,1620,0,0,12,14,0,0,0,0,0,241,0,0,470,906,492,0,0,0,0,0
280150,Carmópolis,16937,117,294,770,1681,861,1647,572,281,0,0,140,326,855,0,0,36,9,0,0,0,0,0,255,0,0,59,146,112,0,0,0,0,0
280160,Cedro de São João,5913,140,291,399,1098,637,946,622,141,0,0,117,308,361,0,0,9,6,0,0,0,0,4,130,0,0,52,283,157,0,0,0,0,0
280170,Cristinápolis,18029,202,496,876,2317,1367,1859,1143,302,0,0,292,489,753,0,0,12,6,0,0,0,0,5,300,0,0,152,442,249,0,0,0,0,0
280190,Cumbe,3998,94,198,262,969,424,807,410,70,0,0,98,198,235,0,188,8,0,0,0,0,0,10,70,0,0,39,196,105,0,0,0,0,0
280200,Divina Pastora,5215,69,155,317,748,408,590,395,131,0,0,79,148,218,0,0,13,1,0,0,0,0,0,116,0,0,32,145,102,0,0,0,0,0
280210,Estância,69556,1093,2308,4544,11668,5298,10260,3841,1980,33,0,1225,2390,3992,0,261,280,30,0,0,10,0,59,1130,33,0,1103,1575,0,0,0,0,0,0
280220,Feira Nova,5601,100,217,383,873,533,708,404,75,0,0,100,232,287,0,0,8,1,0,0,0,0,5,75,0,0,99,200,30,0,0,0,0,0
280230,Frei Paulo,15556,294,608,994,2545,1505,2332,1404,216,0,0,307,592,948,0,180,14,3,0,0,0,54,18,205,0,0,288,566,345,0,0,0,0,0
280240,Gararu,11601,203,448,701,1693,1063,1507,915,141,4,0,257,516,568,0,0,14,6,0,0,0,0,1,128,4,0,245,441,97,0,0,0,0,0
280250,General Maynard,3384,47,109,207,538,303,494,280,104,0,0,52,106,206,0,0,24,2,0,0,0,0,0,94,0,0,21,106,59,0,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,1113,703,993,632,108,0,0,166,282,424,0,0,8,5,0,0,0,0,0,79,0,0,162,269,122,0,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,1517,612,1322,565,120,0,0,186,272,425,0,310,6,3,0,0,0,0,0,113,0,0,81,251,120,0,0,0,0,0
280280,Indiaroba,18149,221,453,850,2142,1082,1689,876,229,0,0,280,437,585,0,117,31,10,0,0,0,0,0,209,0,0,112,378,177,0,0,0,0,0
280290,Itabaiana,96142,1449,3289,6024,15097,8141,14125,6953,2198,227,0,1947,3395,5815,0,0,157,54,0,1,1,0,330,1508,156,0,1668,2842,779,0,0,0,0,0
280300,Itabaianinha,42166,630,1353,2494,5611,3031,4909,2587,675,0,0,691,1229,2046,0,0,58,20,0,0,0,0,190,386,0,0,254,1179,768,0,0,0,0,0
280310,Itabi,4886,115,264,446,1013,633,868,579,91,0,0,105,280,381,0,0,6,4,0,0,0,0,1,88,0,0,104,268,119,0,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,4441,2476,4138,2050,564,0,0,463,1245,1634,0,0,51,15,0,0,0,0,166,518,0,0,232,966,334,0,0,0,0,0
280330,Japaratuba,18907,302,670,1215,3395,1750,2609,1456,274,0,0,298,699,961,0,317,26,10,0,0,0,0,24,260,0,0,286,635,275,0,0,0,0,0
280340,Japoatã,13429,208,477,734,2550,1065,2287,961,217,0,0,256,496,754,0,524,27,13,0,0,0,0,0,204,0,0,86,459,212,0,0,0,0,0
280350,Lagarto,105221,1941,4108,7217,20040,10890,17177,8373,3497,48,0,2020,4128,6432,0,661,152,62,0,2,6,11,158,1985,46,0,820,3494,2028,0,0,0,0,0
280360,Laranjeiras,30080,269,727,1448,6485,1855,4820,1568,480,0,0,295,713,1221,0,1958,91,21,0,0,0,0,41,418,0,0,110,679,361,0,0,0,0,0
280370,Macambira,6961,178,337,535,1275,825,1102,710,102,0,0,185,317,475,0,0,11,4,0,0,0,0,8,93,0,0,143,318,156,0,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,512,317,476,246,101,0,0,62,124,175,0,0,9,5,0,0,0,0,0,95,0,0,48,89,14,0,0,0,0,0
280390,Malhador,12653,203,468,914,1931,1101,1672,977,154,0,0,221,491,778,0,0,11,10,0,0,0,0,7,135,0,0,218,435,189,0,0,0,0,0
280400,Maruim,17271,179,453,898,2116,1251,1862,1070,258,0,0,241,531,781,0,0,45,4,0,0,0,0,2,250,0,0,220,483,117,0,0,0,0,0
280410,Moita Bonita,11348,318,611,904,2225,1445,1958,1290,132,0,0,322,607,877,0,0,11,9,0,0,0,0,0,129,0,0,320,571,270,0,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,1843,1124,1575,984,185,0,0,212,442,716,0,0,7,4,0,0,0,0,9,184,0,0,208,376,216,0,0,0,0,0
280430,Muribeca,7639,120,263,500,1136,601,1006,457,105,0,0,125,283,470,0,0,13,1,0,0,0,0,9,99,0,0,59,249,50,0,0,0,0,0
280440,Neópolis,18703,361,698,1274,3126,1706,2574,1484,411,0,0,405,675,1046,0,0,27,10,0,0,0,0,0,383,0,0,138,541,422,0,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,1715,1170,1545,1054,140,0,0,220,443,605,0,126,6,5,0,0,0,0,0,138,0,0,217,439,260,0,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,5276,2671,4278,2288,818,20,0,686,1330,1348,0,0,69,7,0,0,0,0,0,508,19,0,642,1103,16,0,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,4279,2649,3709,2375,564,0,0,544,1059,1463,0,0,42,18,0,0,0,0,19,473,0,0,460,922,520,0,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,1107,628,989,541,119,0,0,130,294,429,0,0,14,3,0,0,0,0,0,109,0,0,77,248,107,0,0,0,0,0
