codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6
280200,Divina Pastora,5215,69,155,317,228,108,216,107,111,0,0,74,31,0,96,0,0,11,0,0
280210,Estância,69556,1093,2308,4544,2888,978,2528,963,1242,33,0,944,309,0,751,33,0,179,0,0
280220,Feira Nova,5601,100,217,383,203,73,177,64,65,0,0,87,25,0,58,0,0,6,0,0
280230,Frei Paulo,15556,294,608,994,565,205,577,198,168,0,0,276,133,0,145,0,0,53,0,0
280240,Gararu,11601,203,448,701,403,123,362,124,118,0,0,207,37,0,83,0,0,41,0,0
280250,General Maynard,3384,47,109,207,163,83,151,88,85,0,0,50,16,0,77,0,0,11,0,0
280260,Gracho Cardoso,5824,150,281,469,293,103,249,91,73,0,0,160,16,0,70,0,0,21,0,0
280270,Ilha das Flores,8521,170,275,452,292,112,262,102,87,0,0,138,37,0,77,0,0,25,0,0
280280,Indiaroba,18149,221,453,850,502,212,424,191,171,0,0,218,35,0,153,0,0,38,0,0
280290,Itabaiana,96142,1449,3289,6024,4337,1337,3901,1210,1885,148,0,1468,400,0,896,148,0,166,0,0
280300,Itabaianinha,42166,630,1353,2494,1399,389,1301,345,527,0,0,608,166,0,273,0,0,72,0,0
280310,Itabi,4886,115,264,446,253,83,197,61,82,0,0,97,18,0,52,0,0,9,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,1094,474,896,490,436,0,0,412,48,0,425,0,0,65,0,0
280330,Japaratuba,18907,302,670,1215,710,310,545,263,248,0,0,272,25,0,228,0,0,35,0,0
280340,Japoatã,13429,208,477,734,485,195,354,137,163,0,0,189,2,0,129,0,0,8,0,0
280350,Lagarto,105221,1941,4108,7217,6035,1915,5861,1843,3145,48,0,1885,783,0,1475,44,0,324,0,0
280360,Laranjeiras,30080,269,727,1448,835,425,731,344,385,0,0,268,78,0,312,0,0,32,0,0
280370,Macambira,6961,178,337,535,335,95,282,95,71,0,0,163,48,0,60,0,0,35,0,0
280380,Malhada dos Bois,3699,55,111,180,177,87,163,79,90,0,0,71,2,0,73,0,0,6,0,0
280390,Malhador,12653,203,468,914,431,141,391,138,121,0,0,210,60,0,103,0,0,35,0,0
280400,Maruim,17271,179,453,898,561,251,491,224,233,0,0,201,57,0,186,0,0,38,0,0
280410,Moita Bonita,11348,318,611,904,565,175,512,178,130,0,0,307,75,0,111,0,0,67,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,445,165,374,158,153,0,0,190,31,0,129,0,0,29,0,0
280430,Muribeca,7639,120,263,500,281,121,247,76,88,0,0,126,33,0,72,0,0,4,0,0
280440,Neópolis,18703,361,698,1274,816,366,762,267,333,0,0,302,127,0,241,0,0,26,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,380,150,348,149,128,0,0,190,30,0,123,0,0,26,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,1458,358,1255,384,550,20,0,565,120,0,252,19,0,113,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,1089,449,842,456,377,0,0,452,13,0,377,0,0,79,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,298,138,278,101,110,0,0,125,43,0,88,0,0,13,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,4176,1354,4002,1226,1999,36,0,1290,677,0,1026,36,0,164,0,0
280490,Pacatuba,14540,230,455,822,456,166,451,154,140,0,0,215,96,0,116,0,0,38,0,0
280500,Pedra Mole,3285,65,121,245,149,49,129,49,52,0,0,61,16,0,41,0,0,8,0,0
280510,Pedrinhas,9665,156,335,604,313,113,237,111,94,0,0,133,10,0,79,0,0,32,0,0
280520,Pinhão,6627,134,336,524,281,91,249,94,77,0,0,116,56,0,71,0,0,23,0,0
280530,Pirambu,9359,130,267,522,359,149,310,154,150,0,0,141,19,0,130,0,0,24,0,0
280540,Poço Redondo,35122,399,1056,1672,1036,306,929,291,372,0,0,408,149,0,243,0,0,48,0,0
280550,Poço Verde,23867,576,1241,1828,1098,338,814,284,286,0,0,493,35,0,224,0,0,60,0,0
280560,Porto da Folha,28693,477,1002,1660,1274,634,1248,580,343,0,260,468,177,0,262,0,248,70,0,0
280570,Propriá,29692,524,990,1914,1319,649,1120,363,580,21,0,499,20,0,272,21,0,70,0,0
280580,Riachão do Dantas,19809,386,781,1181,871,391,774,331,300,0,0,411,63,0,268,0,0,63,0,0
280590,Riachuelo,10284,116,275,517,395,225,344,203,196,0,0,125,23,0,184,0,0,19,0,0
280600,Ribeirópolis,18773,438,892,1340,932,382,921,364,285,48,0,405,183,0,244,48,0,72,0,0
280610,Rosário do Catete,11008,97,240,544,404,244,337,216,233,0,0,104,0,0,198,0,0,18,0,0
280620,Salgado,20025,352,780,1250,757,317,740,250,231,0,0,373,136,0,207,0,0,43,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,386,166,302,127,138,0,0,133,31,0,106,0,0,21,0,0
280650,Santa Rosa de Lima,3923,88,163,239,232,92,241,93,86,0,0,107,48,0,74,0,0,19,0,0
280640,Santana do São Francisco,7844,111,218,375,231,91,218,90,90,0,0,88,40,0,77,0,0,13,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,443,173,371,150,155,0,0,212,4,0,124,0,0,26,0,0
280670,São Cristóvão,91093,989,2400,5663,2652,762,2063,688,1052,26,0,938,47,0,527,25,0,136,0,0
280680,São Domingos,11207,218,488,817,416,136,375,127,120,0,0,188,67,0,93,0,0,34,0,0
280690,São Francisco,3781,64,138,246,149,59,114,59,49,0,0,56,9,0,46,0,0,13,0,0
280700,São Miguel do Aleixo,3947,83,169,283,206,86,174,89,79,0,0,91,4,0,69,0,0,20,0,0
280710,Simão Dias,40606,914,1749,2657,1930,500,1953,468,663,12,0,972,306,0,297,12,0,159,0,0
280720,Siriri,8970,154,316,533,323,133,310,130,112,0,0,154,44,0,102,0,0,28,0,0
280730,Telha,3249,49,100,178,159,79,139,74,77,0,0,54,8,0,64,0,0,10,0,0
280740,Tobias Barreto,52530,1046,2188,3513,2348,618,2210,639,840,33,0,1099,238,0,394,33,0,212,0,0
280750,Tomar do Geru,13535,208,446,760,416,146,290,119,125,0,0,131,34,0,105,0,0,14,0,0
280760,Umbaúba,25550,308,725,1482,858,458,670,213,363,0,0,307,0,0,150,0,0,63,0,0
