codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6
280010,Amparo de São Francisco,2380,51,89,140,122,52,104,50,56,0,0,41,7,0,45,0,0,5,0,0
280020,Aquidabã,21681,481,932,1543,983,372,799,311,298,18,0,412,71,0,245,17,0,49,0,0
280030,Aracaju,664908,10149,24138,47854,38740,13230,37976,12775,17957,243,0,10108,9668,0,12539,236,0,0,0,0
280040,Arauá,9947,149,348,644,412,172,349,130,152,0,0,137,60,0,100,0,0,30,0,0
280050,Areia Branca,18686,281,548,1047,668,308,611,258,234,0,0,296,81,0,221,0,0,37,0,0
280060,Barra dos Coqueiros,30930,358,816,1754,995,295,930,254,494,0,0,346,90,0,208,0,0,46,0,0
280067,Boquim,26899,476,1158,1852,1326,366,1297,360,548,9,0,537,203,0,261,9,0,90,0,0
280070,Brejo Grande,8353,121,199,417,228,78,185,78,68,0,0,117,0,0,55,0,0,23,0,0
280100,Campo do Brito,18218,408,774,1318,829,309,757,302,233,0,0,402,122,0,215,0,0,87,0,0
280110,Canhoba,4006,72,156,232,168,68,96,38,53,0,0,43,0,0,38,0,0,0,0,0
280120,Canindé de São Francisco,30402,278,703,1214,695,275,647,260,249,0,0,307,91,0,208,0,0,52,0,0
280130,Capela,34514,564,1121,2006,1403,343,1128,314,519,0,0,554,55,0,225,0,0,89,0,0
280140,Carira,22239,450,956,1559,862,292,764,246,232,0,0,405,127,0,192,0,0,54,0,0
280150,Carmópolis,16937,117,294,770,441,261,401,195,241,0,0,130,30,0,180,0,0,15,0,0
280160,Cedro de São João,5913,140,291,399,308,128,319,117,126,0,0,127,66,0,103,0,0,14,0,0
280170,Cristinápolis,18029,202,496,876,757,417,473,242,292,0,0,154,27,0,223,0,0,19,0,0
280190,Cumbe,3998,94,198,262,213,83,211,73,67,0,0,93,51,0,60,0,0,13,0,0
