codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose1_grupo32_3539,aplicadas_dose1_grupo33_3034,aplicadas_dose1_grupo34_lactante,aplicadas_dose1_grupo35_2529,aplicadas_dose1_grupo36_2024,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose2_grupo32_3539,aplicadas_dose2_grupo33_3034,aplicadas_dose2_grupo34_lactante,aplicadas_dose2_grupo35_2529,aplicadas_dose2_grupo36_2024,aplicadas_dose_unica_grupo1_saude,aplicadas_dose_unica_grupo2_institucionalizados,aplicadas_dose_unica_grupo3_indigenasaldeados,aplicadas_dose_unica_grupo4_80mais,aplicadas_dose_unica_grupo5_7079,aplicadas_dose_unica_grupo6_6069,aplicadas_dose_unica_grupo7_situacaoderua,aplicadas_dose_unica_grupo8_quilombolas,aplicadas_dose_unica_grupo9_seguranca,aplicadas_dose_unica_grupo14_deficiente,aplicadas_dose_unica_grupo15_comorbidade,aplicadas_dose_unica_grupo16_educacao,aplicadas_dose_unica_grupo17_sistemaprisional,aplicadas_dose_unica_grupo18_privadosliberdade,aplicadas_dose_unica_grupo19_transporteaereo,aplicadas_dose_unica_grupo20_limpezaurbana,aplicadas_dose_unica_grupo21_transportecoletivo,aplicadas_dose_unica_grupo22_caminhoneiros,aplicadas_dose_unica_grupo23_5559,aplicadas_dose_unica_grupo24_educacaosuperior,aplicadas_dose_unica_grupo25_zonaportuaria,aplicadas_dose_unica_grupo26_industriaiscivil,aplicadas_dose_unica_grupo27_5054,aplicadas_dose_unica_grupo28_4549,aplicadas_dose_unica_grupo29_4044,aplicadas_dose_unica_grupo30_gestantes,aplicadas_dose_unica_grupo31_puerperas,aplicadas_dose_unica_grupo32_3539,aplicadas_dose_unica_grupo33_3034,aplicadas_dose_unica_grupo34_lactante,aplicadas_dose_unica_grupo35_2529,aplicadas_dose_unica_grupo36_2024
280010,Amparo de São Francisco,2380,51,89,140,1281,746,30,1186,543,29,72,0,0,42,99,144,0,183,27,0,208,44,1,0,0,19,0,0,39,0,0,2,45,49,60,10,0,78,64,0,0,0,66,0,0,41,96,119,0,136,23,0,3,2,0,0,0,0,0,0,4,0,0,1,8,14,11,6,0,12,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,11,3,0,0,0
280020,Aquidabã,21681,481,932,1543,9873,5198,210,9416,3141,210,473,18,0,485,868,1430,0,160,24,47,637,809,0,0,0,47,42,68,543,0,0,106,700,824,763,61,15,659,591,5,41,0,396,17,0,429,831,1189,0,110,21,1,13,0,0,0,0,1,0,0,10,0,0,2,24,17,66,4,3,7,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,9,0,0,0,13,19,30,0,0,133,0,0,0,0
280030,Aracaju,664908,10149,24138,47854,349975,164234,11665,341822,109730,11635,38840,278,0,11970,25313,47316,325,203,4910,0,38055,10061,285,630,451,824,1263,2,127426,0,3,396,1,0,6,2753,0,0,24008,10,6493,0,25954,235,0,11606,25789,41490,45,139,2274,0,448,34,0,1,0,3,0,1,138,0,0,0,2,5,718,848,0,0,0,5,2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11635,0,0,0,0,0,0,0,0,0,0,0,0,0
280040,Arauá,9947,149,348,644,4195,2106,100,3981,1466,102,171,0,0,211,467,645,0,0,12,113,385,204,0,0,0,12,12,36,292,0,0,30,336,692,302,35,11,4,0,11,0,0,165,0,0,211,467,515,0,1,8,1,10,1,0,0,0,0,0,0,42,0,0,26,4,12,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,1,17,1,0,0,30,41,5,0,0,0,0,0,0,0
280050,Areia Branca,18686,281,548,1047,8212,3499,185,7936,3060,198,300,0,0,341,581,1046,1,0,62,128,673,256,180,529,0,28,25,67,471,0,0,0,679,719,762,72,18,667,329,0,1,1,259,0,0,308,572,994,0,0,14,3,35,0,0,0,0,18,1,2,24,0,0,0,24,64,715,4,5,12,6,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,49,77,0,0,47,2,0,0,0
280060,Barra dos Coqueiros,30930,358,816,1754,13133,6255,845,13200,3492,967,618,0,0,436,884,1741,1,201,85,104,1527,565,0,0,0,114,18,3,742,0,506,253,1101,1497,1226,156,40,1201,152,20,9,0,511,0,0,387,879,1457,0,31,60,1,7,0,0,0,0,0,0,0,35,0,0,1,23,78,10,1,0,5,6,0,1,0,3,0,0,2,2,21,0,136,0,0,40,11,0,0,0,1,0,0,40,0,0,0,90,250,366,0,0,3,2,0,0,0
280067,Boquim,26899,476,1158,1852,11953,6311,255,11094,4364,251,722,9,0,572,1201,1807,0,0,68,150,1431,400,0,0,0,54,54,127,737,0,0,300,856,915,881,81,28,696,1,4,0,0,605,9,0,527,1187,1417,0,0,23,3,91,65,0,0,0,0,4,1,32,0,0,1,98,249,10,32,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,18,0,0,0,50,50,126,0,0,0,0,0,0,0
280070,Brejo Grande,8353,121,199,417,4028,2387,75,3747,1336,75,155,0,0,154,201,446,0,705,14,8,465,252,0,0,0,0,0,0,156,0,0,0,188,236,270,24,6,232,229,0,6,0,145,0,0,153,202,256,0,552,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,3,6,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,9,0,0,44,10,0,1,0
280100,Campo do Brito,18218,408,774,1318,7970,4248,175,7327,2683,175,331,0,0,438,812,1219,0,0,14,160,605,331,0,0,0,32,52,216,575,0,0,20,694,684,552,94,21,466,0,11,0,0,261,0,0,430,784,1015,0,0,10,0,12,0,0,0,0,1,0,2,29,0,0,0,23,90,15,8,3,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,3,0,0,3,6,48,109,0,0,0,0,0,0,0
280110,Canhoba,4006,72,156,232,2073,1148,40,1538,455,40,120,0,0,103,175,356,0,0,8,22,151,75,0,0,0,19,4,0,163,0,0,0,207,103,9,20,3,0,0,0,0,0,80,0,0,98,169,100,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
