codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo10_downautismo,aplicadas_dose1_grupo12_puerperascomorbidade,aplicadas_dose1_grupo13_gestantecomorbidade,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo10_downautismo,aplicadas_dose2_grupo12_puerperascomorbidade,aplicadas_dose2_grupo13_gestantecomorbidade,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose_unica
280190,Cumbe,3998,94,198,262,1710,844,1635,528,83,0,0,98,199,250,0,191,8,0,1,0,34,136,70,0,0,0,7,9,13,119,0,0,2,148,139,123,5,0,77,0,0,96,198,146,0,0,8,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280200,Divina Pastora,5215,69,155,317,1614,600,1481,486,141,0,0,78,150,241,0,0,13,1,0,2,35,172,160,0,0,0,35,6,9,92,0,0,9,138,145,34,18,2,117,0,0,68,148,142,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280210,Estância,69556,1093,2308,4544,24095,9708,23439,8510,2157,33,0,1289,2074,4145,1,261,300,28,72,220,106,4069,942,118,228,0,0,466,165,642,118,3,45,1180,1461,1489,10,10,1451,33,0,1267,1969,1694,0,206,59,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1807
280220,Feira Nova,5601,100,217,383,1908,723,1666,584,85,0,0,108,210,347,0,0,8,2,1,4,39,222,116,0,0,0,15,0,52,128,0,0,8,157,140,3,19,2,78,0,0,107,208,182,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280230,Frei Paulo,15556,294,608,994,5600,2105,5560,1592,241,0,0,307,596,1012,0,183,14,3,3,7,159,630,262,0,0,0,61,11,98,455,0,0,280,382,484,317,38,17,207,0,0,293,576,507,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280240,Gararu,11601,203,448,701,3867,1528,3665,1214,153,4,0,257,519,735,0,0,15,6,0,0,9,245,226,0,0,0,16,10,6,406,0,0,50,437,318,243,7,3,132,4,0,248,508,305,0,0,10,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280250,General Maynard,3384,47,109,207,1134,462,1115,376,125,0,0,53,106,211,0,0,26,2,1,1,59,153,77,0,0,0,34,0,4,84,0,0,0,110,60,0,5,4,98,0,0,50,106,117,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,2171,943,2189,807,132,0,0,172,286,479,0,0,14,5,0,4,77,445,103,0,0,0,24,3,10,139,0,0,1,168,93,0,29,5,104,0,0,172,284,238,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,2980,1282,2567,747,138,0,0,189,279,527,0,313,13,5,1,5,70,323,181,0,0,0,13,5,5,185,0,0,0,180,126,0,5,4,110,0,0,176,266,186,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280280,Indiaroba,18149,221,453,850,4940,1792,4613,1279,279,0,0,289,452,789,0,117,55,11,3,1,43,438,378,4,0,0,28,4,1,421,0,0,0,436,420,415,22,7,228,0,0,234,423,346,0,0,30,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280290,Itabaiana,96142,1449,3289,6024,34197,12091,33995,10573,3207,246,0,1955,3432,6272,20,0,242,66,5,24,136,4686,1165,0,0,0,255,76,1954,2558,766,0,485,2398,1362,924,239,42,1965,156,0,1702,3303,1801,0,0,120,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480
280300,Itabaianinha,42166,630,1353,2494,13264,4471,12440,3759,825,0,0,697,1425,2254,0,0,68,20,4,5,285,2504,614,0,0,0,18,70,149,590,6,0,1015,654,509,558,136,34,555,0,0,627,1350,1203,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280310,Itabi,4886,115,264,446,2068,813,1899,671,128,0,0,105,285,408,0,0,7,4,1,1,65,285,116,0,0,0,0,2,9,152,0,0,2,149,157,7,13,3,92,0,0,106,280,186,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,10389,4176,9087,3224,714,0,0,476,1390,1780,0,0,60,18,5,19,172,2043,545,0,0,0,27,51,53,460,0,0,137,571,450,61,47,8,584,0,0,491,1174,939,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280330,Japaratuba,18907,302,670,1215,6549,2790,6185,1938,344,0,0,298,705,1093,0,335,35,9,1,13,116,667,366,0,0,0,74,2,20,508,2,0,73,463,515,493,42,11,264,0,0,294,653,411,0,303,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280340,Japoatã,13429,208,477,734,4828,2245,4483,1231,245,0,0,258,500,798,0,533,27,13,1,7,110,539,236,0,0,0,20,1,1,348,0,0,129,322,236,159,0,0,215,0,0,163,468,368,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280350,Lagarto,105221,1941,4108,7217,44728,17390,40192,12725,4315,48,0,2042,4179,6960,9,661,190,69,9,32,733,4413,1841,0,0,0,106,189,911,2772,226,0,426,3264,3450,1687,235,41,3110,46,0,1829,3810,2363,0,0,20,46,0,9,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384
280360,Laranjeiras,30080,269,727,1448,12236,5995,10354,2556,619,0,0,295,715,1278,0,2029,105,24,2,8,75,1579,544,0,0,0,39,40,59,451,0,1,436,582,638,565,48,12,434,0,0,261,715,916,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
280370,Macambira,6961,178,337,535,2602,1055,2664,922,130,0,0,186,320,514,0,0,11,5,1,7,24,528,117,0,0,0,13,29,31,279,0,0,54,202,178,20,11,4,99,0,0,255,328,212,0,0,10,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
280380,Malhada dos Bois,3699,55,111,180,1221,597,1188,381,107,0,0,76,125,215,0,0,18,6,0,0,16,247,92,0,0,0,2,0,7,132,0,0,6,131,7,1,0,0,97,0,0,62,124,84,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280390,Malhador,12653,203,468,914,4315,1546,4150,1147,185,0,0,222,497,843,0,0,13,10,1,6,74,461,270,0,0,0,32,69,187,335,4,0,0,410,413,78,29,11,138,0,0,220,453,310,0,0,10,10,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280400,Maruim,17271,179,453,898,4725,1811,4439,1286,304,0,0,242,534,1019,1,0,54,4,4,8,150,648,276,0,0,0,45,29,15,417,0,0,82,413,129,0,51,14,254,0,0,222,491,287,0,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280410,Moita Bonita,11348,318,611,904,4554,2155,4807,1642,190,0,0,323,608,889,0,0,11,10,1,4,154,858,178,0,0,0,31,13,233,233,0,0,3,298,355,353,46,16,131,0,0,322,582,590,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,4266,1778,3435,1433,216,0,0,210,443,778,0,0,12,6,6,11,0,298,265,0,0,0,42,0,22,33,0,0,0,347,366,380,0,0,189,0,0,209,431,598,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280430,Muribeca,7639,120,263,500,2584,1161,2401,853,156,0,0,131,286,517,0,0,13,3,0,9,3,551,146,0,0,0,8,10,22,136,0,0,10,192,177,10,20,1,99,0,0,129,281,330,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280440,Neópolis,18703,361,698,1274,6723,2706,5655,1946,444,0,0,409,692,1183,0,0,37,11,6,13,24,793,319,0,0,0,15,1,9,420,0,2,387,439,385,48,13,5,396,0,0,305,596,616,0,0,27,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,3569,1514,3384,1333,146,0,0,222,447,647,0,126,8,5,0,0,95,296,172,0,0,0,18,16,70,241,0,0,176,331,332,0,34,2,138,0,0,217,441,395,0,126,7,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,13093,4461,11886,4151,1004,20,0,692,1355,1971,0,0,70,10,5,13,346,1224,636,18,229,0,71,6,181,896,133,0,6,1464,804,0,110,26,782,19,0,654,1353,669,0,0,52,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596
280460,Nossa Senhora das Dores,26795,473,1011,1821,9147,3549,8715,2715,687,0,0,548,1059,1750,12,0,66,24,18,69,82,1530,493,0,0,0,171,15,157,582,0,0,318,631,477,4,15,7,525,0,0,504,942,699,0,0,30,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,2360,1011,2270,767,156,0,0,132,303,462,0,0,16,3,0,1,60,298,164,0,0,0,19,2,12,210,0,0,2,250,144,10,23,3,114,0,0,120,282,241,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,55596,17505,51676,15421,2782,36,0,1479,3876,8694,0,2,395,86,19,22,466,9445,2428,64,462,0,547,71,385,4255,0,0,1484,5045,5035,1902,236,48,2009,36,0,1345,3558,5872,0,0,112,60,5,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2412
280490,Pacatuba,14540,230,455,822,4171,1559,4077,1274,217,0,0,229,460,803,0,0,8,12,4,9,210,1031,270,0,1,0,16,0,9,204,0,0,53,290,167,1,62,21,175,0,0,218,437,425,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,1150,439,1094,350,91,0,0,68,146,219,0,0,9,1,0,0,45,294,60,0,0,0,7,1,1,60,0,0,2,62,28,0,0,0,53,0,0,68,139,78,0,0,7,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,3013,1213,2898,979,185,0,0,231,399,548,0,0,22,11,0,3,36,400,155,0,0,0,10,22,15,170,0,0,22,278,255,118,15,3,131,0,0,180,384,268,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280520,Pinhão,6627,134,336,524,2423,1051,2365,899,96,0,0,127,319,481,0,0,10,7,0,5,49,117,116,0,0,0,14,16,17,210,0,0,17,306,235,214,9,0,84,0,0,125,315,361,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280530,Pirambu,9359,130,267,522,3272,1356,3128,896,169,0,0,157,267,510,0,302,27,3,0,0,28,570,176,0,0,0,60,60,5,261,0,0,0,196,190,147,0,0,155,0,0,152,252,259,0,0,22,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
280540,Poço Redondo,35122,399,1056,1672,9523,3946,9029,3310,489,0,0,535,1110,1385,0,327,47,19,18,22,62,2150,407,0,0,0,18,19,87,539,0,0,2,512,601,562,115,3,376,0,0,475,1155,1273,0,0,11,10,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
280550,Poço Verde,23867,576,1241,1828,9349,4111,8712,3107,416,0,0,549,1120,1795,0,140,16,9,3,10,341,782,381,0,0,0,42,61,32,739,7,0,500,805,540,388,34,2,392,0,0,513,1121,1068,0,0,4,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,9502,4017,9067,3121,507,0,278,502,1059,1661,2,408,48,11,2,6,185,805,531,0,0,0,26,20,3,801,5,0,0,944,896,281,76,10,402,0,276,494,1020,903,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280570,Propriá,29692,524,990,1914,11391,3903,11337,2966,1158,21,0,580,1002,1799,0,14,157,22,2,23,67,1826,489,0,0,0,51,20,96,730,209,0,580,833,829,767,55,7,914,21,0,514,959,489,0,0,58,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,6604,2953,6171,2143,258,0,0,468,876,1206,0,249,25,4,2,6,161,1267,255,0,0,0,25,36,13,296,0,0,17,565,395,0,35,12,301,0,0,392,845,595,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,3465,1380,3068,948,238,0,0,133,254,521,0,171,17,7,0,3,8,328,176,0,0,0,41,7,3,227,0,0,321,257,217,118,13,8,203,0,0,125,241,359,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,6821,2783,6924,2319,431,49,0,414,843,1261,0,0,37,15,4,2,155,1047,361,0,0,0,37,71,194,546,0,0,236,527,570,77,41,6,349,49,0,411,839,638,0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,3763,1154,2964,892,319,0,0,130,338,458,0,0,48,12,0,3,36,616,132,0,0,0,95,0,0,280,0,0,0,133,235,100,22,7,268,0,0,123,288,201,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280620,Salgado,20025,352,780,1250,7192,2587,6865,2100,323,0,0,411,842,1278,0,0,13,11,1,1,200,983,403,0,0,0,28,30,62,595,0,0,119,734,620,152,43,16,265,0,0,406,839,575,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,6114,4116,5271,801,193,0,0,187,393,757,0,1911,11,11,1,1,74,403,202,0,0,0,0,0,1,220,0,0,0,209,236,450,6,5,151,0,0,184,306,141,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
280650,Santa Rosa de Lima,3923,88,163,403,1433,607,1447,516,105,0,0,93,175,243,0,0,18,3,0,0,13,164,134,0,0,0,27,4,23,106,0,0,2,115,92,115,13,2,95,0,0,91,171,151,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,472,2095,712,2053,581,144,0,0,138,260,370,0,0,7,3,1,2,61,376,124,0,0,0,16,10,0,154,0,0,0,208,140,0,32,7,98,0,0,110,236,128,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,3706,1844,3548,1494,184,0,0,236,422,799,0,0,27,13,0,1,61,667,178,0,0,0,0,38,1,239,0,0,10,264,328,68,9,3,170,0,0,235,419,639,0,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,36072,8992,33419,8457,1601,27,0,1091,2230,5131,2,30,250,51,14,38,435,5324,1732,76,2674,0,109,388,141,1803,1594,0,465,2446,2594,1395,202,47,1194,26,0,951,2159,2538,0,0,41,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529
280680,São Domingos,11207,218,488,817,3760,1527,3769,1574,221,0,0,192,480,767,0,0,19,15,3,1,179,356,225,0,0,0,24,25,113,254,4,0,4,303,388,163,23,10,154,0,0,191,476,731,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280690,São Francisco,3781,64,138,246,1210,479,1053,417,113,0,0,63,115,241,0,0,12,1,0,4,37,188,103,0,0,0,0,6,1,85,0,0,0,72,2,0,8,2,78,0,0,57,116,153,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,1497,669,1399,525,95,0,0,95,184,293,0,0,14,2,0,0,40,183,89,0,0,0,24,4,6,147,0,0,0,120,81,3,19,0,90,0,0,94,184,147,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,15617,6330,15129,5420,966,12,0,1145,1864,2649,0,256,91,27,7,16,189,1126,708,0,0,0,87,104,146,1254,0,0,1320,1201,1022,200,103,18,774,12,0,994,1696,1271,0,0,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618
280720,Siriri,8970,154,316,533,2969,1263,2688,916,198,0,0,167,306,489,0,168,10,1,1,4,68,288,186,0,0,0,30,3,32,211,0,0,86,235,159,28,16,2,135,0,0,157,298,314,0,0,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280730,Telha,3249,49,100,178,1085,419,1030,370,97,0,0,59,102,184,0,0,12,4,0,0,16,335,66,0,0,0,22,0,9,66,0,0,3,43,1,0,7,4,83,0,0,59,101,114,0,0,6,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
