codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose1_grupo10,aplicadas_dose1_grupo11,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9,aplicadas_dose2_grupo10,aplicadas_dose2_grupo11
280460,Nossa Senhora das Dores,26795,473,1011,1821,3779,2649,3632,2036,551,0,0,544,1059,1419,0,0,42,17,0,463,0,0,460,714,399,0,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,987,628,930,529,117,0,0,157,293,347,0,0,13,3,0,109,0,0,76,241,103,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,18215,11215,15780,9966,2258,36,0,1468,3802,7929,0,0,218,69,0,1088,36,0,1309,3456,4077,0,0,0,0,0
280490,Pacatuba,14540,230,455,822,1659,999,1639,891,184,0,0,229,454,753,0,0,8,11,0,164,0,0,71,420,236,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,479,329,472,309,64,0,0,68,145,187,0,0,7,1,0,61,0,0,66,137,45,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,1173,713,1173,503,131,0,0,181,356,488,0,0,11,6,0,106,0,0,50,235,112,0,0,0,0,0
280520,Pinhão,6627,134,336,524,1061,761,1012,695,86,0,0,127,319,466,0,0,9,5,0,80,0,0,123,294,198,0,0,0,0,0
280530,Pirambu,9359,130,267,522,1416,846,1303,694,160,0,0,157,261,469,0,229,24,3,0,152,0,0,148,238,156,0,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,4146,2736,3644,1967,411,0,0,492,1098,1296,0,300,34,13,0,291,0,0,434,1024,218,0,0,0,0,0
280550,Poço Verde,23867,576,1241,1828,4061,2511,3815,2020,378,0,0,543,1096,1637,0,140,14,7,0,375,0,0,178,1035,432,0,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,4177,2547,4208,2504,410,0,260,498,1051,1539,0,408,31,11,0,388,0,260,491,975,390,0,0,0,0,0
280570,Propriá,29692,524,990,1914,4199,2123,4152,1803,1012,21,0,578,884,1556,0,0,85,16,0,640,21,0,191,801,150,0,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,3093,1793,3069,1649,303,0,0,567,866,1077,0,231,21,4,0,299,0,0,216,822,312,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,1415,785,1260,614,203,0,0,133,253,487,0,160,17,7,0,200,0,0,67,216,131,0,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,3023,2183,2938,2018,379,49,0,443,836,1180,0,0,37,14,0,331,49,0,410,834,394,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,1244,874,1224,765,271,0,0,130,325,472,0,0,16,10,0,261,0,0,121,272,111,0,0,0,0,0
280620,Salgado,20025,352,780,1250,2577,1927,2567,1748,268,0,0,408,838,1038,0,0,7,8,0,258,0,0,400,794,296,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,4216,856,3196,638,165,0,0,183,389,634,0,1804,11,10,0,143,0,0,110,255,130,0,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,403,613,403,607,383,95,0,0,93,175,227,0,0,14,3,0,95,0,0,27,168,93,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,472,782,472,826,405,114,0,0,137,258,308,0,0,6,3,0,96,0,0,53,229,27,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,1513,1063,1612,711,167,0,0,235,419,757,0,0,26,8,0,162,0,0,226,303,20,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,10352,6052,9330,4623,1271,27,0,1069,2179,4624,0,30,93,37,0,658,26,0,356,1967,1616,0,0,0,0,0
280680,São Domingos,11207,218,488,817,1606,1146,1586,1007,161,0,0,191,478,732,0,0,9,15,0,141,0,0,191,476,199,0,0,0,0,0
280690,São Francisco,3781,64,138,246,519,329,480,249,75,0,0,63,116,214,0,0,11,1,0,69,0,0,20,105,55,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,629,459,591,373,90,0,0,94,184,213,0,0,8,2,0,89,0,0,93,183,8,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,6340,3830,6103,2502,768,12,0,1122,1827,2025,0,254,79,16,0,427,12,0,479,1584,0,0,0,0,0,0
280720,Siriri,8970,154,316,533,1363,893,1247,689,148,0,0,161,305,454,0,168,10,1,0,127,0,0,154,286,122,0,0,0,0,0
280730,Telha,3249,49,100,178,439,289,432,254,87,0,0,59,101,175,0,0,6,4,0,81,0,0,26,98,49,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,7778,4858,7516,4163,970,33,0,1298,2076,2928,0,0,178,33,0,667,33,0,441,1945,1077,0,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,1556,966,1400,730,170,0,0,203,431,582,0,0,14,0,0,129,0,0,123,340,138,0,0,0,0,0
280760,Umbaúba,25550,308,725,1482,2948,1818,2757,1629,433,0,0,366,698,1214,0,0,22,24,0,363,0,0,125,646,495,0,0,0,0,0
