codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose1_grupo10,aplicadas_dose1_grupo11,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9,aplicadas_dose2_grupo10,aplicadas_dose2_grupo11
280560,Porto da Folha,28693,477,1002,1660,4177,2547,3911,2427,403,0,260,498,1047,1269,0,408,15,11,0,382,0,260,481,988,316,0,0,0,0,0
280570,Propriá,29692,524,990,1914,4199,2123,3937,1783,1000,21,0,578,881,1371,0,0,71,15,0,634,21,0,191,788,149,0,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,3093,1793,2667,1543,303,0,0,467,863,780,0,231,19,4,0,299,0,0,216,787,241,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,1415,785,1253,570,203,0,0,133,253,480,0,160,17,7,0,199,0,0,67,213,91,0,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,3023,2183,2739,1911,369,49,0,443,831,999,0,0,37,11,0,324,49,0,410,824,304,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,1244,874,1039,710,268,0,0,130,283,344,0,0,4,10,0,260,0,0,120,257,73,0,0,0,0,0
280620,Salgado,20025,352,780,1250,2577,1927,2308,1683,268,0,0,408,835,782,0,0,7,8,0,250,0,0,398,780,255,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,4216,856,2906,410,164,0,0,183,387,411,0,1744,8,9,0,143,0,0,65,145,57,0,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,403,613,403,580,379,95,0,0,93,175,205,0,0,9,3,0,95,0,0,27,167,90,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,472,782,472,746,435,114,0,0,130,279,214,0,0,6,3,0,96,0,0,63,250,26,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,1513,1063,1471,692,167,0,0,235,417,619,0,0,26,7,0,157,0,0,223,295,17,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,10352,6052,7511,3380,1228,27,0,1063,2149,2951,0,30,40,23,0,633,26,0,347,1614,760,0,0,0,0,0
280680,São Domingos,11207,218,488,817,1606,1146,1456,930,161,0,0,191,478,603,0,0,8,15,0,141,0,0,191,476,122,0,0,0,0,0
280690,São Francisco,3781,64,138,246,519,329,460,239,71,0,0,63,116,198,0,0,11,1,0,69,0,0,20,105,45,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,629,459,524,355,90,0,0,93,183,148,0,0,8,2,0,89,0,0,93,173,0,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,6340,3830,4557,1685,741,12,0,1111,1754,655,0,254,15,15,0,375,12,0,396,902,0,0,0,0,0,0
280720,Siriri,8970,154,316,533,1363,893,1105,689,141,0,0,161,302,378,0,112,10,1,0,127,0,0,154,286,122,0,0,0,0,0
280730,Telha,3249,49,100,178,439,289,401,246,85,0,0,59,101,146,0,0,6,4,0,80,0,0,26,97,43,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,7778,4858,7046,3709,965,33,0,1296,2065,2484,0,0,172,31,0,584,33,0,436,1876,780,0,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,1556,966,1304,633,168,0,0,203,427,494,0,0,12,0,0,129,0,0,119,287,98,0,0,0,0,0
280760,Umbaúba,25550,308,725,1482,2948,1818,2622,1461,363,0,0,366,692,1158,0,0,21,22,0,363,0,0,118,630,350,0,0,0,0,0
