codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose1_grupo32_3539,aplicadas_dose1_grupo33_3034,aplicadas_dose1_grupo34_lactante,aplicadas_dose1_grupo35_2529,aplicadas_dose1_grupo36_2024,aplicadas_dose1_grupo37_1819,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose2_grupo32_3539,aplicadas_dose2_grupo33_3034,aplicadas_dose2_grupo34_lactante,aplicadas_dose2_grupo35_2529,aplicadas_dose2_grupo36_2024,aplicadas_dose2_grupo37_1819,aplicadas_dose_unica_grupo1_saude,aplicadas_dose_unica_grupo2_institucionalizados,aplicadas_dose_unica_grupo3_indigenasaldeados,aplicadas_dose_unica_grupo4_80mais,aplicadas_dose_unica_grupo5_7079,aplicadas_dose_unica_grupo6_6069,aplicadas_dose_unica_grupo7_situacaoderua,aplicadas_dose_unica_grupo8_quilombolas,aplicadas_dose_unica_grupo9_seguranca,aplicadas_dose_unica_grupo14_deficiente,aplicadas_dose_unica_grupo15_comorbidade,aplicadas_dose_unica_grupo16_educacao,aplicadas_dose_unica_grupo17_sistemaprisional,aplicadas_dose_unica_grupo18_privadosliberdade,aplicadas_dose_unica_grupo19_transporteaereo,aplicadas_dose_unica_grupo20_limpezaurbana,aplicadas_dose_unica_grupo21_transportecoletivo,aplicadas_dose_unica_grupo22_caminhoneiros,aplicadas_dose_unica_grupo23_5559,aplicadas_dose_unica_grupo24_educacaosuperior,aplicadas_dose_unica_grupo25_zonaportuaria,aplicadas_dose_unica_grupo26_industriaiscivil,aplicadas_dose_unica_grupo27_5054,aplicadas_dose_unica_grupo28_4549,aplicadas_dose_unica_grupo29_4044,aplicadas_dose_unica_grupo30_gestantes,aplicadas_dose_unica_grupo31_puerperas,aplicadas_dose_unica_grupo32_3539,aplicadas_dose_unica_grupo33_3034,aplicadas_dose_unica_grupo34_lactante,aplicadas_dose_unica_grupo35_2529,aplicadas_dose_unica_grupo36_2024,aplicadas_dose_unica_grupo37_1819
280010,Amparo de São Francisco,2380,51,89,140,1455,850,30,1399,629,30,72,0,0,42,99,145,0,183,27,0,208,0,1,0,0,19,0,0,43,0,0,2,45,56,64,19,0,92,95,9,45,89,44,68,0,0,41,97,133,0,169,25,0,5,0,0,0,0,0,0,0,5,0,0,1,8,14,17,10,0,31,3,0,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,11,3,0,1,1,0
280020,Aquidabã,21681,481,932,1543,12483,5842,210,10516,3578,210,473,18,0,485,869,1436,0,160,24,48,644,0,0,0,0,47,42,68,560,0,0,106,723,858,826,67,15,748,782,10,811,628,68,403,17,0,438,839,1287,0,124,23,3,82,0,0,0,0,1,1,0,33,0,0,2,40,35,96,8,3,73,8,0,62,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,9,0,0,0,13,19,30,0,0,133,0,0,0,0,0
280030,Aracaju,664908,10149,24138,47854,410969,191066,12715,380154,131889,12037,38966,308,0,11973,25327,47339,355,203,4925,26,38240,0,285,630,452,824,1269,2,135375,0,3,588,1,0,6,3159,0,2,24010,55,10116,22246,13469,29438,254,1,11627,25897,42103,45,141,2809,174,5228,0,0,4,0,20,5,1,8694,0,0,4,571,73,719,1031,0,0,1,21,346,2703,0,6,2,0,0,0,4,5,0,0,0,6,0,0,0,1,0,0,0,11635,0,0,39,0,0,0,0,0,0,0,0,2,0,337
280040,Arauá,9947,149,348,644,5453,2424,100,4845,2257,102,174,0,0,211,467,647,0,0,12,113,386,0,0,0,0,12,12,36,316,0,0,30,337,746,386,61,11,287,371,26,204,0,0,167,0,0,211,469,660,0,1,10,1,73,0,0,0,0,0,0,0,79,0,0,28,467,78,12,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,1,17,1,0,0,30,41,5,0,0,0,0,0,0,0,0
280050,Areia Branca,18686,281,548,1047,10288,3905,185,10162,3629,198,300,0,0,341,584,1048,1,0,63,128,673,8,180,529,0,28,25,67,475,0,0,0,687,742,806,84,18,778,728,1,256,831,781,259,0,0,312,577,1076,0,0,58,7,63,0,0,0,0,18,1,4,124,0,0,0,98,126,801,26,8,43,20,0,0,6,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,49,77,0,0,47,2,0,0,0,0
280060,Barra dos Coqueiros,30930,358,816,1754,16633,7013,845,15994,4302,967,632,2,0,437,886,1752,1,201,85,104,1530,0,0,0,0,114,18,3,768,0,506,253,1142,1574,1379,182,44,1568,1385,27,565,835,1,523,0,0,389,885,1661,0,36,62,7,208,0,0,0,0,1,0,0,219,2,2,1,139,105,22,2,0,16,13,0,7,1,1,3,0,0,2,2,21,0,136,0,0,40,0,0,0,0,1,0,0,40,0,0,0,90,250,366,0,0,3,2,0,11,0,0
280067,Boquim,26899,476,1158,1852,15381,6979,255,13459,5207,251,722,9,0,572,1203,1820,0,0,68,152,1433,0,0,0,0,54,56,127,769,0,0,300,907,1020,1007,107,34,1041,909,21,400,728,0,616,9,0,529,1191,1652,0,0,26,3,107,0,0,0,0,0,4,2,472,0,0,1,193,269,17,32,8,9,2,0,65,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,18,0,0,0,50,50,126,0,0,0,0,0,0,0,0
280070,Brejo Grande,8353,121,199,417,4702,2595,75,4180,1825,75,155,0,0,154,205,447,0,710,14,9,465,1,0,0,0,0,0,0,161,0,0,0,192,245,283,39,7,257,319,9,254,169,85,146,0,0,155,205,304,0,590,11,0,291,0,0,0,0,0,0,0,4,0,0,0,11,24,50,4,0,18,8,0,2,1,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,9,0,0,44,10,0,1,1,0
280100,Campo do Brito,18218,408,774,1318,10306,4648,175,9115,3069,175,337,0,0,438,812,1221,0,0,15,160,614,0,0,0,0,32,52,217,587,0,0,20,721,728,649,107,21,792,651,22,333,493,93,270,0,0,431,786,1096,0,0,10,6,68,0,0,0,0,1,0,5,106,0,0,0,53,128,78,28,3,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,3,0,0,3,6,48,109,0,0,0,0,0,0,0,0
280110,Canhoba,4006,72,156,232,2475,1330,40,1930,651,40,108,0,0,97,177,246,0,67,8,22,156,0,0,0,0,17,4,0,149,0,0,0,185,139,155,15,3,115,143,0,106,18,0,84,0,0,97,178,177,0,46,8,1,9,0,0,0,0,2,0,0,2,0,0,0,4,17,24,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,11,18,4,0,0,2,0,0,0,0,0
