codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose1_grupo32_3539,aplicadas_dose1_grupo33_3034,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose2_grupo32_3539,aplicadas_dose2_grupo33_3034,aplicadas_dose_unica_grupo1_saude,aplicadas_dose_unica_grupo2_institucionalizados,aplicadas_dose_unica_grupo3_indigenasaldeados,aplicadas_dose_unica_grupo4_80mais,aplicadas_dose_unica_grupo5_7079,aplicadas_dose_unica_grupo6_6069,aplicadas_dose_unica_grupo7_situacaoderua,aplicadas_dose_unica_grupo8_quilombolas,aplicadas_dose_unica_grupo9_seguranca,aplicadas_dose_unica_grupo14_deficiente,aplicadas_dose_unica_grupo15_comorbidade,aplicadas_dose_unica_grupo16_educacao,aplicadas_dose_unica_grupo17_sistemaprisional,aplicadas_dose_unica_grupo18_privadosliberdade,aplicadas_dose_unica_grupo19_transporteaereo,aplicadas_dose_unica_grupo20_limpezaurbana,aplicadas_dose_unica_grupo21_transportecoletivo,aplicadas_dose_unica_grupo22_caminhoneiros,aplicadas_dose_unica_grupo23_5559,aplicadas_dose_unica_grupo24_educacaosuperior,aplicadas_dose_unica_grupo25_zonaportuaria,aplicadas_dose_unica_grupo26_industriaiscivil,aplicadas_dose_unica_grupo27_5054,aplicadas_dose_unica_grupo28_4549,aplicadas_dose_unica_grupo29_4044,aplicadas_dose_unica_grupo30_gestantes,aplicadas_dose_unica_grupo31_puerperas,aplicadas_dose_unica_grupo32_3539,aplicadas_dose_unica_grupo33_3034
280490,Pacatuba,14540,230,455,822,4483,1559,130,4429,1281,136,232,0,0,229,461,803,0,0,8,222,1073,273,0,1,0,16,0,9,213,0,0,54,307,260,167,76,24,1,0,175,0,0,225,437,425,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,8,3,0,0,0,0,0,0,8,0,0,0,11,51,51,0,0,0,0
280500,Pedra Mole,3285,65,121,245,1238,439,40,1199,415,42,91,0,0,68,146,220,0,0,9,47,302,60,0,0,0,7,1,1,61,0,0,2,70,69,28,15,2,0,0,53,0,0,68,143,140,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,6,8,0,0,0,0,0,0,0,0,0,1,1,8,11,0,0,0,0
280510,Pedrinhas,9665,156,335,604,3240,1213,90,3178,999,91,196,0,0,232,399,548,0,0,22,37,413,155,0,0,0,12,23,15,170,0,0,23,284,280,230,31,4,104,0,131,0,0,180,384,268,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,3,0,1,5,0,0,8,4,12,35,0,0,17,0
280520,Pinhão,6627,134,336,524,2569,1051,65,2609,899,73,114,0,0,127,319,481,0,0,10,49,139,116,0,0,0,16,16,17,210,0,0,30,323,238,251,25,6,122,0,84,0,0,125,315,361,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,2,0,19,0,0,43,0
280530,Pirambu,9359,130,267,522,3479,1356,80,3320,1050,66,169,0,0,157,269,510,0,233,27,28,618,100,0,0,0,60,60,5,262,76,0,3,220,242,231,44,6,0,0,156,0,0,152,252,259,0,209,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,27,15,0,0,19,0
280540,Poço Redondo,35122,399,1056,1672,10204,3946,280,10062,3488,165,493,0,0,535,1113,1391,0,316,48,153,2265,418,0,0,0,22,19,97,558,0,0,2,557,706,832,234,31,252,20,378,0,0,475,1156,1276,0,170,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,7,0,0,0,8,14,40,0,0,88,3
280550,Poço Verde,23867,576,1241,1828,10074,4111,210,9793,3253,206,425,0,0,549,1121,1797,0,140,16,345,805,386,0,0,0,42,63,32,760,7,0,507,861,849,775,88,20,196,9,392,0,0,521,1122,1073,0,126,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,44,77,0,0,62,1
280560,Porto da Folha,28693,477,1002,1660,10145,4017,265,9932,3580,268,512,0,278,502,1060,1660,2,408,48,193,804,535,0,0,0,27,20,4,827,5,0,0,990,1033,827,157,31,9,0,402,0,276,494,1024,973,0,396,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,1,11,21,224,0,0,0,0
280570,Propriá,29692,524,990,1914,12178,3903,255,12825,3294,258,1171,21,0,583,1005,1792,0,14,157,68,1884,491,0,0,0,51,23,96,751,209,0,586,876,907,958,84,8,947,143,981,21,0,531,978,705,0,0,58,0,14,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,1,0,0,0,0,0,0,7,0,0,0,4,13,25,0,0,199,0
280580,Riachão do Dantas,19809,386,781,1181,7078,2953,185,6843,2367,173,381,0,0,469,878,1211,0,256,25,168,1278,256,0,0,0,27,39,14,332,0,0,17,623,533,274,47,15,0,0,301,0,0,398,846,595,0,219,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,13,21,123,0,0,0,0
280590,Riachuelo,10284,116,275,517,3938,1380,100,3848,1075,100,270,0,0,133,254,525,0,174,17,8,340,177,0,0,0,41,7,5,241,0,0,554,281,272,297,18,9,212,13,203,0,0,126,241,361,0,124,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,5,14,29,0,0,42,1
280600,Ribeirópolis,18773,438,892,1340,7361,2783,200,7516,2200,190,328,0,0,412,842,1281,0,0,13,201,1003,405,0,0,0,28,30,62,618,0,0,196,772,745,500,56,24,0,0,266,0,0,406,839,577,0,0,7,3,4,0,0,0,0,0,0,0,10,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,0,5,146,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,4790,1154,105,4577,895,111,322,0,0,131,340,464,0,0,49,38,631,135,0,0,0,95,1,1,301,0,0,745,174,335,334,39,13,324,105,269,0,0,123,288,203,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,10,24,0,0,53,13
280620,Salgado,20025,352,780,1250,7771,2587,200,7516,2200,190,328,0,0,412,842,1281,0,0,13,201,1003,405,0,0,0,28,30,62,618,0,0,196,772,745,500,56,24,0,0,266,0,0,406,839,577,0,0,7,3,4,0,0,0,0,0,0,0,10,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,0,5,146,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,6396,4116,120,6314,1763,100,195,0,0,187,393,764,0,1912,11,76,423,202,0,0,0,6,0,3,247,0,0,0,230,286,482,37,19,482,359,151,0,0,186,313,166,0,944,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,7,10,0,0,23,35
280650,Santa Rosa de Lima,3923,88,163,403,1523,607,35,1535,516,35,130,0,0,93,175,243,0,0,18,13,171,133,0,0,0,27,4,23,106,0,0,2,117,107,138,17,2,16,0,95,0,0,91,171,151,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,11,12,0,0,6,0
280640,Santana do São Francisco,7844,111,218,472,2281,712,85,2217,588,85,150,0,0,138,260,376,0,0,7,61,384,128,0,0,0,16,10,0,158,0,0,0,219,186,73,42,9,0,0,98,0,0,115,236,128,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,24,50,0,0,1,0
280660,Santo Amaro das Brotas,12151,205,399,774,3993,1844,125,4061,1503,125,184,0,0,236,422,800,0,0,27,62,703,178,0,0,0,20,38,1,247,0,0,37,292,398,344,16,7,49,0,170,0,0,236,421,638,0,0,25,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,6,22,80,0,0,9,0
280670,São Cristóvão,91093,989,2400,5663,38333,8992,2385,36126,7122,2384,1606,27,0,1091,2239,5151,3,30,250,454,5439,1782,94,2684,0,109,408,148,1895,1619,0,629,2645,2946,2448,372,87,1970,0,1208,26,0,974,2169,2643,0,28,51,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,1,11,37,24,1,0,0,1,13,11,106,8,0,8,150,313,1130,0,0,551,0
280680,São Domingos,11207,218,488,817,4026,1527,110,3802,1574,101,222,0,0,192,480,771,0,0,19,179,371,227,0,0,0,24,25,114,257,4,0,1,252,401,218,30,15,0,0,154,0,0,191,476,731,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,7,83,0,0,0,0
280690,São Francisco,3781,64,138,246,1307,479,40,1131,418,30,112,0,0,63,115,243,0,0,12,37,191,105,0,0,0,0,7,2,90,0,0,0,92,37,1,17,7,0,0,78,0,0,57,116,153,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
280700,São Miguel do Aleixo,3947,83,169,283,1594,669,40,1517,542,49,113,0,0,103,193,284,0,0,14,52,178,88,0,0,0,7,4,5,108,0,0,0,115,123,80,23,0,16,11,87,0,0,101,191,145,0,0,8,0,6,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,31,0,0,1,0
280710,Simão Dias,40606,914,1749,2657,17481,6330,1050,16461,4880,1055,997,13,0,1149,1869,2664,0,256,91,203,1195,715,0,0,0,90,110,148,1300,0,0,1348,1323,1212,1155,158,40,425,0,774,12,0,1006,1697,1271,0,63,41,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,5,11,0,35,0,4,59,7,0,0,0,23,8,0,0,0,0,9,203,355,261,0,0,22,45
280720,Siriri,8970,154,316,533,3199,1263,75,3143,1008,40,201,0,0,162,306,490,0,169,10,70,289,189,0,0,0,30,4,34,222,0,0,128,268,281,218,38,8,26,0,137,0,0,157,298,316,0,66,9,2,1,1,0,0,0,0,0,2,8,0,0,0,7,0,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,25,0,0,2,0
280730,Telha,3249,49,100,178,1184,419,45,1126,390,46,104,0,0,59,102,184,0,0,12,17,343,68,0,0,0,23,0,9,67,0,0,4,50,49,10,21,4,0,0,86,0,0,59,101,131,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,19,16,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,22399,7528,1160,21805,6108,1187,1667,35,0,1321,2113,3234,0,0,105,241,2563,982,82,476,0,43,156,101,1128,0,0,1087,1696,1284,1669,121,41,1625,35,995,33,0,1083,2082,1705,0,0,105,3,85,1,3,0,0,0,0,0,4,0,0,2,0,0,0,5,2,0,0,0,0,0,1,0,7,0,0,0,0,20,4,0,0,0,0,0,4,29,0,0,159,116,359,446,0,0,42,0
280750,Tomar do Geru,13535,208,446,760,4485,1526,135,4422,1193,139,213,0,0,208,455,744,0,0,14,83,319,200,0,0,0,26,10,19,357,0,0,21,494,448,467,46,6,292,0,151,0,0,220,417,390,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0
280760,Umbaúba,25550,308,725,1482,8843,2668,240,8561,2107,227,449,0,0,376,728,1455,0,0,26,218,932,575,0,0,0,52,59,107,541,6,0,184,622,685,884,63,31,556,12,427,0,0,327,672,663,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,8,0,0,0,11,17,34,0,0,116,34
