codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose1_grupo32_3539,aplicadas_dose1_grupo33_3034,aplicadas_dose1_grupo34_lactante,aplicadas_dose1_grupo35_2529,aplicadas_dose1_grupo36_2024,aplicadas_dose1_grupo37_1819,aplicadas_dose1_grupo38_1517,aplicadas_dose1_grupo39_1214,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose2_grupo32_3539,aplicadas_dose2_grupo33_3034,aplicadas_dose2_grupo34_lactante,aplicadas_dose2_grupo35_2529,aplicadas_dose2_grupo36_2024,aplicadas_dose2_grupo37_1819,aplicadas_dose2_grupo38_1517,aplicadas_dose2_grupo39_1214,aplicadas_dose_unica_grupo1_saude,aplicadas_dose_unica_grupo2_institucionalizados,aplicadas_dose_unica_grupo3_indigenasaldeados,aplicadas_dose_unica_grupo4_80mais,aplicadas_dose_unica_grupo5_7079,aplicadas_dose_unica_grupo6_6069,aplicadas_dose_unica_grupo7_situacaoderua,aplicadas_dose_unica_grupo8_quilombolas,aplicadas_dose_unica_grupo9_seguranca,aplicadas_dose_unica_grupo14_deficiente,aplicadas_dose_unica_grupo15_comorbidade,aplicadas_dose_unica_grupo16_educacao,aplicadas_dose_unica_grupo17_sistemaprisional,aplicadas_dose_unica_grupo18_privadosliberdade,aplicadas_dose_unica_grupo19_transporteaereo,aplicadas_dose_unica_grupo20_limpezaurbana,aplicadas_dose_unica_grupo21_transportecoletivo,aplicadas_dose_unica_grupo22_caminhoneiros,aplicadas_dose_unica_grupo23_5559,aplicadas_dose_unica_grupo24_educacaosuperior,aplicadas_dose_unica_grupo25_zonaportuaria,aplicadas_dose_unica_grupo26_industriaiscivil,aplicadas_dose_unica_grupo27_5054,aplicadas_dose_unica_grupo28_4549,aplicadas_dose_unica_grupo29_4044,aplicadas_dose_unica_grupo30_gestantes,aplicadas_dose_unica_grupo31_puerperas,aplicadas_dose_unica_grupo32_3539,aplicadas_dose_unica_grupo33_3034,aplicadas_dose_unica_grupo34_lactante,aplicadas_dose_unica_grupo35_2529,aplicadas_dose_unica_grupo36_2024,aplicadas_dose_unica_grupo37_1819,aplicadas_dose_unica_grupo38_1517,aplicadas_dose_unica_grupo39_1214
280010,Amparo de São Francisco,2380,51,89,140,1587,1235,30,1558,1009,30,72,0,0,42,99,146,0,183,27,0,208,45,1,0,0,19,0,0,43,0,0,2,45,60,68,19,0,96,103,10,102,118,50,0,0,69,0,0,41,98,139,0,182,27,0,173,33,1,0,0,17,0,0,29,0,0,1,16,19,22,17,0,43,28,5,46,3,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,11,3,0,1,0,0,0,0
280020,Aquidabã,21681,481,932,1543,14433,9036,210,12621,6006,210,473,18,0,486,871,1451,0,166,24,48,644,811,0,0,0,47,42,68,587,0,0,106,764,910,902,68,15,831,926,10,911,977,441,12,12,444,17,0,443,853,1390,0,146,28,20,405,679,0,0,0,38,31,10,305,0,0,53,248,131,219,22,7,159,122,2,228,6,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,9,0,0,0,13,19,30,0,0,133,0,0,0,0,0,0,0
280030,Aracaju,664908,10149,24138,47854,460155,288592,12715,448245,213289,12589,40239,249,3,12172,25010,45146,278,203,5140,1105,39223,8617,284,770,453,852,1269,14,20762,851,5,721,25116,28652,30634,3255,646,29013,36286,197,37918,35839,14073,3250,0,49466,235,0,11699,32036,43656,120,144,3927,289,12997,3184,83,1099,147,225,472,17,13082,396,3,29,10471,10899,7006,1206,494,2276,3931,95,2591,894,120,0,0,819,79,0,35,45,62,229,0,70,18,134,671,0,0,1,0,5,0,129,3,0,43,77,495,3125,0,0,2674,1513,0,749,1430,183,0,0
280040,Arauá,9947,149,348,644,6477,4289,100,6738,3275,102,174,0,0,211,468,652,0,0,12,113,386,204,0,0,0,12,12,36,323,0,0,30,348,776,426,78,14,741,585,26,454,467,190,0,0,172,0,0,211,471,666,0,1,10,64,280,94,0,0,0,12,2,0,208,0,0,30,498,175,95,1,4,210,55,1,14,1,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,1,17,1,0,0,30,41,5,0,0,0,0,0,0,0,0,0,0
280050,Areia Branca,18686,281,548,1047,12054,7554,185,12284,6202,198,300,0,0,346,592,1067,1,0,63,128,673,256,180,529,0,28,25,67,494,0,0,0,712,787,883,88,18,909,968,1,1220,1491,458,0,0,259,0,0,313,582,1166,0,0,58,18,76,168,0,0,0,18,1,4,548,0,0,0,599,403,1010,27,9,257,303,0,305,66,12,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,49,77,0,0,47,2,0,0,0,0,0,0
280060,Barra dos Coqueiros,30930,358,816,1754,19607,10922,845,20202,7883,967,637,0,0,437,889,1772,1,201,85,105,1531,565,0,0,0,114,18,3,797,0,506,253,1198,1667,1493,195,50,1828,1647,49,1681,1755,725,0,0,553,0,0,392,893,1770,0,37,65,46,744,408,0,0,0,67,4,1,733,2,364,157,557,430,144,11,6,285,86,1,92,29,6,0,0,3,0,0,2,2,21,0,136,0,0,40,11,0,0,0,1,0,0,40,0,0,0,90,250,366,0,0,3,2,0,0,0,0,0,0
280067,Boquim,26899,476,1158,1852,17949,10162,255,16574,8072,252,722,9,0,572,1204,1831,0,0,68,152,1477,400,0,0,0,54,56,127,801,0,0,300,941,1085,1097,120,37,1162,1111,26,1122,1098,528,246,228,635,9,0,531,1197,1725,0,0,44,6,581,291,0,0,0,34,47,33,921,0,0,97,569,537,199,35,9,268,236,1,56,11,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,18,0,0,0,50,50,126,0,0,0,0,0,0,1,0,0,0
280070,Brejo Grande,8353,121,199,417,5148,3886,75,4990,2221,75,155,0,0,155,206,453,0,712,14,16,465,255,0,0,0,0,0,0,167,0,0,0,206,252,308,49,13,295,361,14,327,386,181,0,0,153,0,0,156,209,331,0,598,12,1,348,154,0,0,0,0,0,0,35,0,0,0,40,36,54,5,0,30,25,0,29,5,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,9,0,0,44,10,0,1,0,0,0,0
280100,Campo do Brito,18218,408,774,1318,12090,7549,175,11445,5785,175,337,0,0,439,816,1245,0,0,15,160,614,333,0,0,0,32,52,218,600,0,0,20,765,791,726,114,21,935,812,22,871,1084,423,0,0,303,0,0,432,792,1172,0,0,12,50,299,237,0,0,0,14,42,28,572,0,0,0,511,369,261,40,5,258,197,5,61,122,3,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,3,0,0,3,6,48,109,0,0,0,0,0,0,0,0,0,0
280110,Canhoba,4006,72,156,232,2673,2061,40,2526,1281,40,108,0,0,97,178,250,0,147,8,22,156,106,0,0,0,17,4,0,149,0,0,0,189,149,180,15,4,156,192,0,142,159,98,0,0,90,0,0,97,179,181,0,126,8,6,118,90,0,0,0,3,3,0,42,0,0,0,22,21,54,1,0,66,94,0,25,33,22,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,11,18,4,0,0,2,0,0,0,0,0,0,0
