codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose1_grupo32_3539,aplicadas_dose1_grupo33_3034,aplicadas_dose1_grupo34_lactante,aplicadas_dose1_grupo35_2529,aplicadas_dose1_grupo36_2024,aplicadas_dose1_grupo37_1819,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose2_grupo32_3539,aplicadas_dose2_grupo33_3034,aplicadas_dose2_grupo34_lactante,aplicadas_dose2_grupo35_2529,aplicadas_dose2_grupo36_2024,aplicadas_dose2_grupo37_1819,aplicadas_dose_unica_grupo1_saude,aplicadas_dose_unica_grupo2_institucionalizados,aplicadas_dose_unica_grupo3_indigenasaldeados,aplicadas_dose_unica_grupo4_80mais,aplicadas_dose_unica_grupo5_7079,aplicadas_dose_unica_grupo6_6069,aplicadas_dose_unica_grupo7_situacaoderua,aplicadas_dose_unica_grupo8_quilombolas,aplicadas_dose_unica_grupo9_seguranca,aplicadas_dose_unica_grupo14_deficiente,aplicadas_dose_unica_grupo15_comorbidade,aplicadas_dose_unica_grupo16_educacao,aplicadas_dose_unica_grupo17_sistemaprisional,aplicadas_dose_unica_grupo18_privadosliberdade,aplicadas_dose_unica_grupo19_transporteaereo,aplicadas_dose_unica_grupo20_limpezaurbana,aplicadas_dose_unica_grupo21_transportecoletivo,aplicadas_dose_unica_grupo22_caminhoneiros,aplicadas_dose_unica_grupo23_5559,aplicadas_dose_unica_grupo24_educacaosuperior,aplicadas_dose_unica_grupo25_zonaportuaria,aplicadas_dose_unica_grupo26_industriaiscivil,aplicadas_dose_unica_grupo27_5054,aplicadas_dose_unica_grupo28_4549,aplicadas_dose_unica_grupo29_4044,aplicadas_dose_unica_grupo30_gestantes,aplicadas_dose_unica_grupo31_puerperas,aplicadas_dose_unica_grupo32_3539,aplicadas_dose_unica_grupo33_3034,aplicadas_dose_unica_grupo34_lactante,aplicadas_dose_unica_grupo35_2529,aplicadas_dose_unica_grupo36_2024,aplicadas_dose_unica_grupo37_1819
280010,Amparo de São Francisco,2380,51,89,140,1549,1020,30,1504,677,30,72,0,0,42,99,146,0,183,27,0,208,45,1,0,0,19,0,0,43,0,0,2,45,57,65,19,0,95,100,10,95,97,34,68,0,0,41,98,135,0,175,26,0,43,2,0,0,0,0,0,0,5,0,0,1,8,14,17,10,0,31,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,11,3,0,1,0,0
280020,Aquidabã,21681,481,932,1543,13953,6942,210,11637,4207,210,473,18,0,485,869,1441,0,166,24,48,644,811,0,0,0,47,42,68,569,0,0,106,732,875,851,68,15,765,846,10,768,670,226,415,17,0,441,843,1309,0,138,26,3,229,429,0,0,0,1,1,0,36,0,0,2,49,46,105,14,7,82,13,0,1,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,9,0,0,0,13,19,30,0,0,133,0,0,0,0,0
280030,Aracaju,664908,10149,24138,47854,448205,210366,12715,388824,141036,12037,39009,317,0,11974,25330,47350,355,203,5022,26,38299,10132,285,630,454,824,1279,2,136263,0,3,630,526,1,15,3264,0,17,24014,89,22259,20252,0,30678,255,1,11631,25929,42124,64,141,3200,220,8310,668,5,8,6,39,69,1,12482,0,0,7,572,77,720,1118,0,1,6,23,2703,1,0,6,2,0,0,0,4,5,0,0,0,6,2,0,0,1,0,0,0,11635,0,0,39,0,0,0,0,0,0,0,0,0,337,0
280040,Arauá,9947,149,348,644,6203,3014,100,5576,2445,102,174,0,0,211,467,647,0,0,12,113,386,204,0,0,0,12,12,36,318,0,0,30,344,757,406,69,12,303,538,26,254,182,63,167,0,0,211,471,665,0,1,10,1,142,1,0,0,0,0,0,0,88,0,0,28,485,91,51,0,1,9,23,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,1,17,1,0,0,30,41,5,0,0,0,0,0,0,0,0
280050,Areia Branca,18686,281,548,1047,11624,5715,185,11597,3967,198,300,0,0,341,586,1054,1,0,63,128,673,256,180,529,0,28,25,67,479,0,0,0,702,755,840,87,18,854,892,1,1118,1287,333,259,0,0,312,579,1095,0,0,58,10,68,0,0,0,0,18,1,4,174,0,0,0,132,161,850,26,8,120,58,0,15,17,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,49,77,0,0,47,2,0,0,0,0
280060,Barra dos Coqueiros,30930,358,816,1754,18877,8143,845,18107,4821,967,633,2,0,437,887,1760,1,201,85,104,1531,565,0,0,0,114,18,3,776,0,506,253,1160,1617,1417,191,48,1641,1495,28,1422,1210,2,532,0,0,389,886,1695,0,37,62,14,454,94,0,0,0,1,0,0,251,2,40,1,170,121,36,3,0,17,13,0,2,1,0,3,0,0,2,2,21,0,136,0,0,40,11,0,0,0,1,0,0,40,0,0,0,90,250,366,0,0,3,2,0,0,0,0
280067,Boquim,26899,476,1158,1852,17319,8039,255,15139,5836,252,722,9,0,572,1204,1823,0,0,68,152,1434,400,0,0,0,54,56,127,784,0,0,300,914,1046,1036,111,36,1083,1003,25,964,840,376,619,9,0,530,1194,1680,0,0,26,3,110,130,0,0,0,0,4,2,589,0,0,1,301,389,90,32,8,100,10,0,4,5,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,18,0,0,0,50,50,126,0,0,0,0,0,0,1,0
280070,Brejo Grande,8353,121,199,417,5028,3065,75,4578,1970,75,155,0,0,154,205,448,0,711,14,9,465,255,0,0,0,0,0,0,164,0,0,0,194,249,292,44,12,278,334,12,258,238,87,148,0,0,155,205,319,0,590,12,0,332,77,0,0,0,0,0,0,5,0,0,0,13,24,53,5,0,18,10,0,3,1,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,9,0,0,44,10,0,1,0,0
280100,Campo do Brito,18218,408,774,1318,11650,5508,175,10727,3777,175,337,0,0,438,814,1227,0,0,15,160,614,333,0,0,0,32,52,218,589,0,0,20,737,750,679,113,21,863,742,22,740,897,314,288,0,0,432,788,1115,0,0,10,27,232,197,0,0,0,3,17,6,153,0,0,0,94,165,137,33,3,72,4,4,1,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,3,0,0,3,6,48,109,0,0,0,0,0,0,0,0
280110,Canhoba,4006,72,156,232,2619,1590,40,2353,731,40,108,0,0,97,177,247,0,147,8,22,156,106,0,0,0,17,4,0,149,0,0,0,188,144,174,15,4,148,185,0,100,85,72,84,0,0,97,178,178,0,53,8,2,49,0,0,0,0,2,0,0,3,0,0,0,5,19,30,1,0,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,11,18,4,0,0,2,0,0,0,0,0
280120,Canindé de São Francisco,30402,278,703,1214,17301,5871,275,15696,4908,275,599,0,0,344,823,1306,0,437,80,151,1410,414,0,0,0,64,21,69,658,20,0,86,900,1044,1192,239,54,1297,1278,68,1257,1464,421,555,0,0,339,827,1175,0,389,68,46,983,169,0,0,0,1,1,7,17,0,0,0,52,37,40,112,37,52,1,1,0,0,0,21,0,0,0,0,4,0,0,0,4,13,7,0,0,0,8,1,10,20,0,0,0,25,77,85,0,0,0,0,0,0,0,0
280130,Capela,34514,564,1121,2006,21885,8846,315,18416,5654,357,836,0,0,565,1118,1865,0,596,54,38,1994,523,0,0,0,114,17,103,686,0,0,229,830,1039,1375,199,45,1506,1494,0,1381,1247,562,687,0,0,570,989,1428,0,500,52,27,799,131,0,0,0,2,1,2,68,0,0,1,35,44,112,66,15,51,68,0,4,1,1,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0,1,6,32,32,0,2,30,232,0,0,0,0
280140,Carira,22239,450,956,1559,13869,6511,195,13070,4249,194,370,0,0,514,969,1757,0,0,18,80,1614,375,0,0,0,26,0,93,524,0,0,4,668,815,847,66,32,920,992,11,1021,955,399,290,0,0,491,995,1416,0,0,12,28,34,1,0,0,0,0,0,0,260,0,0,0,227,142,171,4,1,120,39,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,0,20,50,57,0,0,58,0,0,0,0,0
280150,Carmópolis,16937,117,294,770,9891,3881,155,8243,1835,155,363,1,0,123,332,783,0,0,122,37,706,240,0,0,0,87,2,27,346,0,0,150,452,539,616,63,11,738,739,10,780,514,462,264,0,0,89,164,633,0,0,44,0,123,0,0,0,0,19,0,0,65,0,0,7,54,146,90,20,7,98,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,12,65,0,0,68,0,0,0,0,0
280160,Cedro de São João,5913,140,291,399,3816,2027,60,3306,1377,60,169,0,0,118,310,375,0,0,9,19,429,130,0,0,0,17,0,0,191,0,0,0,210,250,214,18,3,221,221,11,188,203,0,149,0,0,141,309,373,0,0,8,0,212,84,0,0,0,0,0,0,4,0,0,0,10,20,33,1,3,23,6,1,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,6,10,17,0,0,21,0,0,0,0,0
280170,Cristinápolis,18029,202,496,876,10717,5111,165,8373,2645,165,374,0,0,296,511,862,0,0,13,70,938,276,0,0,0,24,28,6,359,0,0,0,471,562,571,42,5,702,759,6,641,744,113,319,0,0,278,511,866,0,0,14,7,276,7,0,0,0,0,0,0,57,0,0,0,67,64,75,3,1,93,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,12,15,21,0,0,98,3,0,0,0,0
280190,Cumbe,3998,94,198,262,2706,1623,45,2530,1097,45,83,0,0,98,199,250,0,193,8,35,136,70,0,0,0,7,11,14,126,0,0,2,164,182,181,18,2,152,200,2,203,183,11,82,0,0,98,198,238,0,182,8,20,80,41,0,0,0,0,0,0,18,0,0,1,21,17,58,2,1,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,26,0,0,0,0,0
280200,Divina Pastora,5215,69,155,317,3126,1696,50,2731,898,50,174,0,0,78,150,241,0,0,13,35,181,164,0,0,0,36,6,9,103,0,0,9,150,182,206,31,6,203,220,2,206,232,94,136,0,0,71,152,241,0,0,13,0,65,26,0,0,0,2,0,0,42,0,0,0,29,40,44,16,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,0,0,38,0,0,0,0,0
280210,Estância,69556,1093,2308,4544,43632,19175,2500,37928,13188,2510,2210,33,0,1291,2082,4201,1,266,300,106,4200,954,118,228,0,0,469,176,654,118,3,45,1639,1576,3063,393,120,2203,4047,163,2243,3499,1527,1849,33,0,1304,2074,3990,0,241,180,0,827,3,0,0,0,0,0,0,715,44,0,0,920,219,552,42,4,162,22,21,6,1,0,17,0,0,0,0,20,0,0,1,4,119,11,0,0,0,0,11,6,62,0,0,0,335,0,1565,0,0,359,0,0,0,0,0
280220,Feira Nova,5601,100,217,383,3571,1702,55,3133,1064,57,90,1,0,108,214,360,0,0,8,41,224,117,0,0,0,15,0,52,155,0,0,8,187,231,238,32,3,285,274,3,283,204,0,93,2,0,109,210,367,0,0,8,11,131,5,0,0,0,0,0,0,27,0,0,0,35,17,38,0,0,10,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,3,5,40,0,0,2,0,0,0,0,0
280230,Frei Paulo,15556,294,608,994,10071,4397,150,9831,3543,150,253,0,0,308,601,1027,0,183,14,161,638,264,0,0,0,61,11,100,502,0,0,290,458,618,598,78,24,675,860,35,909,838,325,233,0,0,296,593,952,0,173,14,110,482,202,0,0,0,44,0,19,57,0,0,3,38,112,61,1,1,36,90,7,26,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,4,0,0,0,13,18,39,0,0,70,0,0,0,0,0
280240,Gararu,11601,203,448,701,7272,3684,120,6593,2178,115,174,0,0,257,522,745,0,0,15,12,275,232,0,0,0,14,15,6,461,0,0,53,511,563,598,41,13,634,467,1,377,424,183,140,0,0,249,512,673,0,0,13,0,27,91,0,0,0,0,0,1,83,0,0,1,65,80,99,9,1,108,25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,25,40,39,0,0,2,0,0,0,0,0
280250,General Maynard,3384,47,109,207,2140,1155,35,1971,845,35,136,0,0,53,106,211,0,0,26,59,160,78,0,0,0,35,0,7,88,0,0,0,118,118,103,13,7,142,113,17,168,159,54,121,0,0,51,106,207,0,0,26,53,135,38,0,0,0,1,0,3,3,0,0,0,15,48,22,4,5,6,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,3791,1923,65,3742,1501,71,155,0,0,172,287,485,0,0,14,83,466,106,0,0,0,26,3,11,162,0,0,4,206,218,278,50,11,296,273,5,227,175,29,123,0,0,172,288,485,0,0,15,36,275,17,0,0,0,2,0,1,8,0,0,1,17,22,38,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,48,7,0,0,0,0,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,5153,2805,80,4444,1720,80,160,0,0,194,285,535,0,324,13,74,340,190,0,0,0,13,5,7,215,0,0,0,236,267,290,52,17,328,288,16,329,246,20,125,0,0,180,273,445,0,305,12,13,159,3,0,1,0,0,0,0,23,0,0,0,24,55,56,13,5,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,59,0,0,4,0,0,0,0,0
280280,Indiaroba,18149,221,453,850,10359,4623,145,8905,2541,147,288,0,0,291,454,803,0,140,57,46,462,380,4,0,0,28,5,1,485,0,0,5,562,598,683,60,20,673,747,12,460,1118,523,230,0,0,243,435,715,0,140,42,2,68,138,0,0,0,0,0,0,103,0,0,0,79,89,119,12,3,76,36,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,14,29,0,0,83,3,0,0,0,0
280290,Itabaiana,96142,1449,3289,6024,60365,24141,2400,57796,19326,2430,3289,246,0,1959,3447,6543,20,0,252,355,4688,1197,0,0,0,274,78,2000,2882,772,0,1396,3210,2904,4121,506,88,4575,4276,88,4212,3525,893,2814,231,0,1726,3484,5719,9,0,239,165,3097,763,0,0,0,10,0,7,70,246,0,0,264,355,9,91,24,3,0,2,0,0,0,17,9,0,0,3,13,7,0,0,13,39,14,0,0,0,9,3,22,90,2,0,0,413,1173,601,0,0,1,1,0,0,0,0
