codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6
280190,Cumbe,3998,94,198,262,253,143,353,158,69,0,0,94,190,0,64,0,0,13,81,0
280200,Divina Pastora,5215,69,155,317,268,178,280,119,113,0,0,77,90,0,98,0,0,21,0,0
280210,Estância,69556,1093,2308,4544,3578,1598,3046,965,1273,33,0,970,770,0,751,33,0,181,0,0
280220,Feira Nova,5601,100,217,383,263,193,278,90,68,0,0,90,120,0,63,0,0,27,0,0
280230,Frei Paulo,15556,294,608,994,705,545,668,299,193,0,0,274,201,0,147,0,0,152,0,0
280240,Gararu,11601,203,448,701,523,393,550,176,132,0,0,251,167,0,96,0,0,80,0,0
280250,General Maynard,3384,47,109,207,193,123,187,98,88,0,0,52,47,0,85,0,0,13,0,0
280260,Gracho Cardoso,5824,150,281,469,373,293,324,101,83,0,0,164,77,0,72,0,0,29,0,0
280270,Ilha das Flores,8521,170,275,452,372,182,357,110,87,0,0,177,93,0,77,0,0,33,0,0
280280,Indiaroba,18149,221,453,850,632,342,627,208,180,0,0,260,187,0,167,0,0,41,0,0
280290,Itabaiana,96142,1449,3289,6024,5307,3177,4435,1772,1956,148,0,1558,773,0,1016,148,0,608,0,0
280300,Itabaianinha,42166,630,1353,2494,1799,739,1569,369,529,0,0,631,409,0,278,0,0,91,0,0
280310,Itabi,4886,115,264,446,313,243,268,71,87,0,0,99,82,0,57,0,0,14,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,1444,744,1398,511,480,0,0,424,494,0,438,0,0,73,0,0
280330,Japaratuba,18907,302,670,1215,910,660,767,328,257,0,0,291,219,0,242,0,0,86,0,0
280340,Japoatã,13429,208,477,734,625,325,513,188,184,0,0,227,102,0,147,0,0,41,0,0
280350,Lagarto,105221,1941,4108,7217,7875,3025,8060,1859,3227,48,0,1949,2836,0,1476,44,0,339,0,0
280360,Laranjeiras,30080,269,727,1448,1035,615,925,416,410,0,0,287,228,0,363,0,0,53,0,0
280370,Macambira,6961,178,337,535,415,325,409,142,87,0,0,170,152,0,69,0,0,73,0,0
280380,Malhada dos Bois,3699,55,111,180,237,137,224,84,96,0,0,93,35,0,78,0,0,6,0,0
280390,Malhador,12653,203,468,914,551,411,498,180,126,0,0,213,159,0,106,0,0,74,0,0
280400,Maruim,17271,179,453,898,681,531,664,349,242,0,0,247,175,0,211,0,0,129,9,0
280410,Moita Bonita,11348,318,611,904,725,545,687,271,130,0,0,317,240,0,111,0,0,160,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,565,425,662,309,162,0,0,199,301,0,152,0,0,145,12,0
280430,Muribeca,7639,120,263,500,351,201,364,113,98,0,0,143,123,0,87,0,0,24,2,0
280440,Neópolis,18703,361,698,1274,1006,546,813,301,339,0,0,308,166,0,261,0,0,40,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,470,370,475,193,129,0,0,207,139,0,123,0,0,70,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,1928,1058,1816,445,712,20,0,630,454,0,258,19,0,168,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,1379,1039,1196,496,377,0,0,549,270,0,377,0,0,119,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,368,228,314,107,110,0,0,132,72,0,92,0,0,15,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,5176,3204,5785,1521,2070,36,0,1391,2288,0,1038,36,0,439,8,0
280490,Pacatuba,14540,230,455,822,566,286,593,158,140,0,0,220,233,0,117,0,0,41,0,0
280500,Pedra Mole,3285,65,121,245,189,139,172,76,60,0,0,64,48,0,50,0,0,26,0,0
280510,Pedrinhas,9665,156,335,604,413,203,299,113,94,0,0,134,71,0,81,0,0,32,0,0
280520,Pinhão,6627,134,336,524,371,271,340,118,79,0,0,122,139,0,73,0,0,45,0,0
280530,Pirambu,9359,130,267,522,429,339,375,228,152,0,0,156,67,0,148,0,0,80,0,0
280540,Poço Redondo,35122,399,1056,1672,1306,826,1117,340,373,0,0,432,312,0,245,0,0,95,0,0
280550,Poço Verde,23867,576,1241,1828,1448,658,1103,324,328,0,0,510,265,0,245,0,0,79,0,0
280560,Porto da Folha,28693,477,1002,1660,1574,1214,1523,704,358,0,260,484,421,0,291,0,248,165,0,0
280570,Propriá,29692,524,990,1914,1619,659,1708,431,748,21,0,554,385,0,310,21,0,100,0,0
280580,Riachão do Dantas,19809,386,781,1181,1081,621,1059,371,300,0,0,450,309,0,296,0,0,75,0,0
280590,Riachuelo,10284,116,275,517,455,325,478,243,197,0,0,133,148,0,195,0,0,48,0,0
280600,Ribeirópolis,18773,438,892,1340,1162,902,1107,522,290,48,0,430,339,0,250,48,0,222,2,0
280610,Rosário do Catete,11008,97,240,544,484,374,446,242,240,0,0,129,77,0,210,0,0,32,0,0
280620,Salgado,20025,352,780,1250,957,757,1029,371,232,0,0,390,407,0,220,0,0,140,11,0
280630,Santa Luzia do Itanhy,14121,156,374,758,496,266,426,135,146,0,0,159,121,0,114,0,0,21,0,0
280650,Santa Rosa de Lima,3923,88,163,239,272,172,272,93,86,0,0,109,77,0,74,0,0,19,0,0
280640,Santana do São Francisco,7844,111,218,375,291,141,226,98,94,0,0,91,41,0,85,0,0,13,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,553,423,429,177,157,0,0,221,51,0,138,0,0,39,0,0
280670,São Cristóvão,91093,989,2400,5663,3352,1392,2777,709,1120,26,0,1022,609,0,533,25,0,151,0,0
280680,São Domingos,11207,218,488,817,546,406,606,179,123,0,0,192,291,0,93,0,0,86,0,0
280690,São Francisco,3781,64,138,246,209,99,155,59,60,0,0,58,37,0,46,0,0,13,0,0
280700,São Miguel do Aleixo,3947,83,169,283,256,196,217,124,89,0,0,92,36,0,84,0,0,40,0,0
280710,Simão Dias,40606,914,1749,2657,2380,980,2932,507,668,12,0,1061,1191,0,323,12,0,172,0,0
280720,Siriri,8970,154,316,533,383,313,368,210,126,0,0,156,86,0,106,0,0,103,1,0
280730,Telha,3249,49,100,178,199,119,204,76,78,0,0,59,67,0,66,0,0,10,0,0
280740,Tobias Barreto,52530,1046,2188,3513,2948,1218,3656,697,923,33,0,1135,1565,0,452,33,0,212,0,0
280750,Tomar do Geru,13535,208,446,760,586,266,475,148,153,0,0,188,134,0,113,0,0,35,0,0
280760,Umbaúba,25550,308,725,1482,1068,648,1104,413,363,0,0,344,397,0,350,0,0,63,0,0
