codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose1_grupo32_3539,aplicadas_dose1_grupo33_3034,aplicadas_dose1_grupo34_lactante,aplicadas_dose1_grupo35_2529,aplicadas_dose1_grupo36_2024,aplicadas_dose1_grupo37_1819,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose2_grupo32_3539,aplicadas_dose2_grupo33_3034,aplicadas_dose2_grupo34_lactante,aplicadas_dose2_grupo35_2529,aplicadas_dose2_grupo36_2024,aplicadas_dose2_grupo37_1819,aplicadas_dose_unica_grupo1_saude,aplicadas_dose_unica_grupo2_institucionalizados,aplicadas_dose_unica_grupo3_indigenasaldeados,aplicadas_dose_unica_grupo4_80mais,aplicadas_dose_unica_grupo5_7079,aplicadas_dose_unica_grupo6_6069,aplicadas_dose_unica_grupo7_situacaoderua,aplicadas_dose_unica_grupo8_quilombolas,aplicadas_dose_unica_grupo9_seguranca,aplicadas_dose_unica_grupo14_deficiente,aplicadas_dose_unica_grupo15_comorbidade,aplicadas_dose_unica_grupo16_educacao,aplicadas_dose_unica_grupo17_sistemaprisional,aplicadas_dose_unica_grupo18_privadosliberdade,aplicadas_dose_unica_grupo19_transporteaereo,aplicadas_dose_unica_grupo20_limpezaurbana,aplicadas_dose_unica_grupo21_transportecoletivo,aplicadas_dose_unica_grupo22_caminhoneiros,aplicadas_dose_unica_grupo23_5559,aplicadas_dose_unica_grupo24_educacaosuperior,aplicadas_dose_unica_grupo25_zonaportuaria,aplicadas_dose_unica_grupo26_industriaiscivil,aplicadas_dose_unica_grupo27_5054,aplicadas_dose_unica_grupo28_4549,aplicadas_dose_unica_grupo29_4044,aplicadas_dose_unica_grupo30_gestantes,aplicadas_dose_unica_grupo31_puerperas,aplicadas_dose_unica_grupo32_3539,aplicadas_dose_unica_grupo33_3034,aplicadas_dose_unica_grupo34_lactante,aplicadas_dose_unica_grupo35_2529,aplicadas_dose_unica_grupo36_2024,aplicadas_dose_unica_grupo37_1819
280010,Amparo de São Francisco,2380,51,89,140,1405,814,30,1357,627,30,72,0,0,42,99,145,0,183,27,0,208,45,1,0,0,19,0,0,43,0,0,2,45,56,64,19,0,92,94,9,81,11,0,68,0,0,41,97,133,0,169,25,0,5,2,0,0,0,0,0,0,5,0,0,1,8,14,15,10,0,31,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,11,3,0,1,0,0
280020,Aquidabã,21681,481,932,1543,11559,5682,210,10311,3462,210,473,18,0,485,868,1436,0,160,24,48,642,811,0,0,0,47,42,68,559,0,0,106,720,850,814,65,15,741,762,10,544,3,0,402,17,0,437,839,1280,0,124,23,3,59,3,0,0,0,1,0,0,26,0,0,2,35,35,88,7,3,70,8,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,9,0,0,0,13,19,30,0,0,133,0,0,0,0,0
280030,Aracaju,664908,10149,24138,47854,387779,179856,12715,379943,129588,12037,38966,308,0,11973,25326,47339,355,203,4924,25,38237,10115,285,630,452,824,1268,2,135176,0,3,587,1,0,6,3158,0,2,24010,53,22246,13469,0,29256,254,0,11626,25897,42102,45,141,2725,104,4598,210,0,1,0,10,5,1,7520,0,0,4,571,73,719,1022,0,0,1,20,2703,0,0,6,2,0,0,0,4,5,0,0,0,6,2,0,0,1,0,0,0,11635,0,0,39,0,0,0,0,0,0,0,0,0,337,0
280040,Arauá,9947,149,348,644,4983,2354,100,4397,2212,102,174,0,0,211,467,647,0,0,12,113,385,204,0,0,0,12,12,36,316,0,0,30,336,743,381,55,11,226,2,24,0,0,0,167,0,0,211,469,650,0,1,10,1,38,1,0,0,0,0,0,0,79,0,0,28,467,78,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,1,17,1,0,0,30,41,5,0,0,0,0,0,0,0,0
280050,Areia Branca,18686,281,548,1047,9458,3741,185,10129,3481,198,300,0,0,341,584,1048,1,0,63,128,673,256,180,529,0,28,25,67,475,0,0,0,686,741,806,84,18,773,724,1,822,769,7,259,0,0,311,577,1047,0,0,58,3,38,0,0,0,0,18,1,4,97,0,0,0,76,114,791,25,8,36,15,0,2,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,49,77,0,0,47,2,0,0,0,0
280060,Barra dos Coqueiros,30930,358,816,1754,15243,6763,845,15140,4108,967,632,1,0,436,885,1750,1,201,85,104,1529,565,0,0,0,114,18,3,764,0,506,253,1136,1561,1353,174,43,1526,1289,27,183,1,0,521,0,0,389,885,1644,0,36,62,3,97,1,0,0,0,0,0,0,196,0,2,1,124,99,18,2,0,14,12,0,1,1,0,3,0,0,2,2,21,0,136,0,0,40,11,0,0,0,1,0,0,40,0,0,0,90,250,366,0,0,3,2,0,0,0,0
280067,Boquim,26899,476,1158,1852,14181,6789,255,13027,4838,251,722,9,0,572,1203,1818,0,0,68,152,1433,400,0,0,0,54,56,127,761,0,0,300,897,1008,989,103,33,1001,822,20,479,0,0,616,9,0,529,1188,1638,0,0,26,3,107,65,0,0,0,0,4,2,146,0,0,1,175,265,16,32,8,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,18,0,0,0,50,50,126,0,0,0,0,0,0,0,0
280070,Brejo Grande,8353,121,199,417,4492,2535,75,4022,1742,75,155,0,0,154,205,446,0,709,14,8,465,253,0,0,0,0,0,0,159,0,0,0,192,241,277,39,7,249,299,9,127,13,1,146,0,0,155,205,296,0,580,11,0,276,1,0,0,0,0,0,0,3,0,0,0,9,20,28,3,0,3,6,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,9,0,0,44,10,0,1,0,0
280100,Campo do Brito,18218,408,774,1318,9466,4508,175,9115,3069,175,337,0,0,438,812,1221,0,0,15,160,614,333,0,0,0,32,52,217,587,0,0,20,721,728,649,107,21,792,651,22,493,93,0,270,0,0,431,786,1096,0,0,10,6,68,0,0,0,0,1,0,5,106,0,0,0,53,128,78,28,3,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,3,0,0,3,6,48,109,0,0,0,0,0,0,0,0
280110,Canhoba,4006,72,156,232,2385,1272,40,1827,589,40,108,0,0,97,177,244,0,67,8,22,156,106,0,0,0,17,4,0,141,0,0,0,182,123,133,14,3,95,118,0,12,0,0,80,0,0,97,177,177,0,0,8,1,1,0,0,0,0,2,0,0,2,0,0,0,4,17,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,11,18,4,0,0,2,0,0,0,0,0
280120,Canindé de São Francisco,30402,278,703,1214,13439,4931,275,13272,4290,275,599,0,0,344,822,1298,0,437,80,148,1408,414,0,0,0,64,21,69,649,20,0,86,884,1018,1146,231,53,1213,1145,65,879,179,0,547,0,0,339,822,1150,0,383,67,17,710,22,0,0,0,1,1,5,16,0,0,0,47,23,1,102,34,3,0,0,0,0,0,21,0,0,0,0,4,0,0,0,4,13,7,0,0,0,8,1,10,20,0,0,0,25,77,85,0,0,0,0,0,0,0,0
280130,Capela,34514,564,1121,2006,19055,7746,315,16350,4747,357,836,0,0,565,1117,1845,0,596,54,38,1994,523,0,0,0,114,17,103,670,0,0,229,808,1012,1316,198,45,1406,1367,0,1058,375,64,669,0,0,570,987,1396,0,499,50,4,256,5,0,0,0,1,0,2,28,0,0,1,27,36,96,63,13,26,14,0,3,1,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0,1,6,32,32,0,2,30,232,0,0,0,0
280140,Carira,22239,450,956,1559,10951,5341,195,11551,3596,194,370,0,0,514,969,1751,0,0,18,80,1614,375,0,0,0,26,0,93,516,0,0,4,657,792,818,65,32,867,878,11,784,317,0,290,0,0,491,993,1384,0,0,12,0,0,0,0,0,0,0,0,0,136,0,0,0,96,59,78,3,1,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,0,20,50,57,0,0,58,0,0,0,0,0
280150,Carmópolis,16937,117,294,770,7681,2771,155,7422,1567,155,363,1,0,123,332,783,0,0,122,37,706,240,0,0,0,87,2,27,342,0,0,150,446,527,597,63,11,712,705,10,685,351,0,256,0,0,88,163,622,0,0,44,0,44,0,0,0,0,18,0,0,51,0,0,7,27,122,67,20,7,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,12,65,0,0,68,0,0,0,0,0
280160,Cedro de São João,5913,140,291,399,3216,1567,60,2947,1127,60,169,0,0,118,310,375,0,0,9,19,429,130,0,0,0,17,0,0,188,0,0,0,210,243,206,16,3,209,198,10,88,0,0,144,0,0,141,309,366,0,0,8,0,82,0,0,0,0,0,0,0,3,0,0,0,7,17,32,0,1,16,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,6,10,17,0,0,21,0,0,0,0,0
280170,Cristinápolis,18029,202,496,876,8645,3861,165,7449,2290,165,374,0,0,296,510,845,0,0,13,70,938,275,0,0,0,24,28,6,346,0,0,0,458,543,562,39,5,670,685,6,465,291,0,316,0,0,278,511,853,0,0,13,4,25,2,0,0,0,0,0,0,42,0,0,0,53,49,63,0,1,74,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,12,15,21,0,0,98,3,0,0,0,0
280190,Cumbe,3998,94,198,262,2324,1283,45,2254,967,45,83,0,0,98,199,250,0,193,8,35,136,70,0,0,0,7,11,14,125,0,0,2,162,180,179,17,2,145,188,2,143,5,0,81,0,0,98,198,231,0,182,8,5,30,1,0,0,0,0,0,0,18,0,0,1,19,15,56,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,26,0,0,0,0,0
280200,Divina Pastora,5215,69,155,317,2516,1186,50,2347,792,50,174,0,0,78,150,241,0,0,13,35,181,164,0,0,0,36,6,9,99,0,0,9,149,181,205,30,6,199,209,2,169,2,0,134,0,0,71,152,238,0,0,13,0,5,0,0,0,0,2,0,0,38,0,0,0,23,39,40,16,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,0,0,38,0,0,0,0,0
280210,Estância,69556,1093,2308,4544,37230,16065,2500,31849,11325,2510,2210,33,0,1290,2080,4189,1,266,300,106,4200,954,118,228,0,0,469,176,654,118,3,45,1568,1576,2920,381,120,2203,3614,159,1868,0,0,1849,33,0,1303,2069,3871,0,241,180,0,246,1,0,0,0,0,0,0,347,0,0,0,571,168,327,26,3,62,22,15,6,0,0,17,0,0,0,0,20,0,0,1,4,119,11,0,0,0,0,11,6,62,0,0,0,335,0,1565,0,0,359,0,0,0,0,0
280220,Feira Nova,5601,100,217,383,2945,1242,55,2592,915,57,90,1,0,108,214,358,0,0,8,41,224,117,0,0,0,15,0,52,149,0,0,8,179,218,228,28,3,263,219,3,66,0,0,93,0,0,108,210,354,0,0,8,3,68,0,0,0,0,0,0,0,8,0,0,0,15,11,32,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,3,5,40,0,0,2,0,0,0,0,0
280230,Frei Paulo,15556,294,608,994,8363,3577,150,8693,2938,150,253,0,0,308,599,1027,0,183,14,161,638,264,0,0,0,61,11,100,494,0,0,290,446,601,559,66,24,638,787,34,763,372,0,222,0,0,296,591,933,0,173,13,92,335,0,0,0,0,0,0,0,17,0,0,3,19,105,56,0,1,24,58,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,4,0,0,0,13,18,39,0,0,70,0,0,0,0,0
