codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose1_grupo10,aplicadas_dose1_grupo11,aplicadas_dose1_grupo12,aplicadas_dose1_grupo13,aplicadas_dose1_grupo14,aplicadas_dose1_grupo15,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9,aplicadas_dose2_grupo10,aplicadas_dose2_grupo11
280010,Amparo de São Francisco,2380,51,89,140,642,232,509,203,63,0,0,42,96,134,0,153,21,0,0,0,0,0,0,56,0,0,26,84,37,0,0,0,0,0
280020,Aquidabã,21681,481,932,1543,4544,2134,3352,1941,402,18,0,481,854,1329,0,156,23,11,0,0,1,0,77,377,17,0,160,763,624,0,0,15,2,0
280030,Aracaju,664908,10149,24138,47854,149225,60050,118106,39810,31882,349,0,11792,24923,44138,73,202,3040,357,40,0,0,4,1306,18652,339,0,1088,14335,5305,41,50,1,0,0
280040,Arauá,9947,149,348,644,1812,862,1603,886,165,0,0,211,466,633,0,0,11,9,0,0,0,15,93,162,0,0,111,463,150,0,0,0,4,0
280050,Areia Branca,18686,281,548,1047,3071,1451,2413,1317,262,0,0,336,573,971,0,0,61,7,0,0,1,5,197,251,0,0,146,548,372,0,0,10,2,0
280060,Barra dos Coqueiros,30930,358,816,1754,5235,2755,4116,2206,584,0,0,424,875,1600,0,201,70,23,0,1,2,4,332,411,0,0,189,821,784,0,1,33,10,0
280067,Boquim,26899,476,1158,1852,5631,2906,4372,2577,621,9,0,564,1194,1698,0,0,32,21,0,0,1,8,224,478,9,0,229,1169,692,0,0,11,9,0
280070,Brejo Grande,8353,121,199,417,2168,498,1978,418,134,0,0,153,199,419,0,668,13,0,0,0,1,0,391,118,0,0,67,189,44,0,0,4,0,0
280100,Campo do Brito,18218,408,774,1318,3660,2055,2866,1931,271,0,0,436,802,1150,0,0,10,19,0,1,2,29,146,240,0,0,427,760,504,0,0,0,16,0
280110,Canhoba,4006,72,156,232,733,378,720,338,84,0,0,100,176,350,0,0,8,0,0,0,0,0,2,78,0,0,43,157,60,0,0,7,0,0
280120,Canindé de São Francisco,30402,278,703,1214,4095,1845,3729,2149,442,0,0,343,803,1190,0,393,53,12,0,3,3,9,478,354,0,0,331,750,321,0,393,10,2,0
280130,Capela,34514,564,1121,2006,6518,2223,5057,1802,718,0,0,573,1100,1706,0,582,43,17,0,2,0,3,313,589,0,0,241,842,130,0,0,34,4,0
