codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose1_grupo32_3539,aplicadas_dose1_grupo33_3034,aplicadas_dose1_grupo34_lactante,aplicadas_dose1_grupo35_2529,aplicadas_dose1_grupo36_2024,aplicadas_dose1_grupo37_1819,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose2_grupo32_3539,aplicadas_dose2_grupo33_3034,aplicadas_dose2_grupo34_lactante,aplicadas_dose2_grupo35_2529,aplicadas_dose2_grupo36_2024,aplicadas_dose2_grupo37_1819,aplicadas_dose_unica_grupo1_saude,aplicadas_dose_unica_grupo2_institucionalizados,aplicadas_dose_unica_grupo3_indigenasaldeados,aplicadas_dose_unica_grupo4_80mais,aplicadas_dose_unica_grupo5_7079,aplicadas_dose_unica_grupo6_6069,aplicadas_dose_unica_grupo7_situacaoderua,aplicadas_dose_unica_grupo8_quilombolas,aplicadas_dose_unica_grupo9_seguranca,aplicadas_dose_unica_grupo14_deficiente,aplicadas_dose_unica_grupo15_comorbidade,aplicadas_dose_unica_grupo16_educacao,aplicadas_dose_unica_grupo17_sistemaprisional,aplicadas_dose_unica_grupo18_privadosliberdade,aplicadas_dose_unica_grupo19_transporteaereo,aplicadas_dose_unica_grupo20_limpezaurbana,aplicadas_dose_unica_grupo21_transportecoletivo,aplicadas_dose_unica_grupo22_caminhoneiros,aplicadas_dose_unica_grupo23_5559,aplicadas_dose_unica_grupo24_educacaosuperior,aplicadas_dose_unica_grupo25_zonaportuaria,aplicadas_dose_unica_grupo26_industriaiscivil,aplicadas_dose_unica_grupo27_5054,aplicadas_dose_unica_grupo28_4549,aplicadas_dose_unica_grupo29_4044,aplicadas_dose_unica_grupo30_gestantes,aplicadas_dose_unica_grupo31_puerperas,aplicadas_dose_unica_grupo32_3539,aplicadas_dose_unica_grupo33_3034,aplicadas_dose_unica_grupo34_lactante,aplicadas_dose_unica_grupo35_2529,aplicadas_dose_unica_grupo36_2024,aplicadas_dose_unica_grupo37_1819
280010,Amparo de São Francisco,2380,51,89,140,1405,814,30,1399,629,30,72,0,0,42,99,145,0,183,27,0,208,45,1,0,0,19,0,0,43,0,0,2,45,56,64,19,0,92,95,9,89,44,0,68,0,0,41,97,133,0,169,25,0,5,2,0,0,0,0,0,0,5,0,0,1,8,14,17,10,0,31,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,11,3,0,1,0,0
280020,Aquidabã,21681,481,932,1543,11559,5682,210,10384,3488,210,473,18,0,485,869,1436,0,160,24,48,643,811,0,0,0,47,42,68,559,0,0,106,721,855,818,66,15,745,770,10,588,7,0,403,17,0,438,839,1284,0,124,23,3,60,3,0,0,0,1,0,0,31,0,0,2,40,35,93,8,3,73,8,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,9,0,0,0,13,19,30,0,0,133,0,0,0,0,0
280030,Aracaju,664908,10149,24138,47854,387779,179856,12715,380154,131889,12037,38966,308,0,11973,25327,47339,355,203,4925,26,38240,10116,285,630,452,824,1269,2,135375,0,3,588,1,0,6,3159,0,2,24010,55,22246,13469,0,29438,254,1,11627,25897,42103,45,141,2809,174,5228,346,0,4,0,20,5,1,8694,0,0,4,571,73,719,1031,0,0,1,21,2703,0,0,6,2,0,0,0,4,5,0,0,0,6,2,0,0,1,0,0,0,11635,0,0,39,0,0,0,0,0,0,0,0,0,337,0
280040,Arauá,9947,149,348,644,4983,2354,100,4645,2212,102,174,0,0,211,467,647,0,0,12,113,386,204,0,0,0,12,12,36,316,0,0,30,336,746,385,59,11,267,197,24,0,0,0,167,0,0,211,469,650,0,1,10,1,38,1,0,0,0,0,0,0,79,0,0,28,467,78,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,1,17,1,0,0,30,41,5,0,0,0,0,0,0,0,0
280050,Areia Branca,18686,281,548,1047,9458,3741,185,10138,3611,198,300,0,0,341,584,1048,1,0,63,128,673,256,180,529,0,28,25,67,475,0,0,0,686,741,806,84,18,773,725,1,822,776,8,259,0,0,312,577,1076,0,0,58,4,51,0,0,0,0,18,1,4,124,0,0,0,98,126,800,26,8,41,20,0,6,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,49,77,0,0,47,2,0,0,0,0
280060,Barra dos Coqueiros,30930,358,816,1754,15243,6763,845,15763,4224,967,632,2,0,437,886,1752,1,201,85,104,1530,565,0,0,0,114,18,3,764,0,506,253,1139,1571,1370,178,43,1550,1348,27,683,1,0,522,0,0,389,885,1655,0,36,62,5,165,1,0,0,0,0,0,0,213,2,2,1,135,100,20,2,0,15,12,0,1,1,0,3,0,0,2,2,21,0,136,0,0,40,11,0,0,0,1,0,0,40,0,0,0,90,250,366,0,0,3,2,0,0,0,0
280067,Boquim,26899,476,1158,1852,14181,6789,255,13306,4867,251,722,9,0,572,1203,1820,0,0,68,152,1433,400,0,0,0,54,56,127,768,0,0,300,904,1015,1001,107,34,1024,869,20,648,0,0,616,9,0,529,1189,1644,0,0,26,3,107,65,0,0,0,0,4,2,153,0,0,1,184,269,16,32,8,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,18,0,0,0,50,50,126,0,0,0,0,0,0,0,0
280070,Brejo Grande,8353,121,199,417,4492,2535,75,4043,1752,75,155,0,0,154,205,446,0,709,14,8,465,253,0,0,0,0,0,0,159,0,0,0,192,243,277,39,7,249,301,9,141,16,1,146,0,0,155,205,296,0,580,11,0,283,2,0,0,0,0,0,0,3,0,0,0,9,20,28,4,0,3,6,0,1,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,9,0,0,44,10,0,1,0,0
280100,Campo do Brito,18218,408,774,1318,9466,4508,175,9115,3069,175,337,0,0,438,812,1221,0,0,15,160,614,333,0,0,0,32,52,217,587,0,0,20,721,728,649,107,21,792,651,22,493,93,0,270,0,0,431,786,1096,0,0,10,6,68,0,0,0,0,1,0,5,106,0,0,0,53,128,78,28,3,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,3,0,0,3,6,48,109,0,0,0,0,0,0,0,0
280110,Canhoba,4006,72,156,232,2385,1272,40,1888,589,40,108,0,0,97,177,246,0,67,8,22,156,106,0,0,0,17,4,0,147,0,0,0,185,138,145,14,3,105,131,0,12,0,0,80,0,0,97,177,177,0,0,8,1,1,0,0,0,0,2,0,0,2,0,0,0,4,17,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,11,18,4,0,0,2,0,0,0,0,0
