codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose1_grupo10,aplicadas_dose1_grupo11,aplicadas_dose1_grupo12,aplicadas_dose1_grupo13,aplicadas_dose1_grupo14,aplicadas_dose1_grupo15,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9,aplicadas_dose2_grupo10,aplicadas_dose2_grupo11
280010,Amparo de São Francisco,2380,51,89,140,572,212,492,189,63,0,0,42,96,117,0,153,21,0,0,0,0,0,0,54,0,0,26,83,26,0,0,0,0,0
280020,Aquidabã,21681,481,932,1543,3904,2004,3211,1592,400,18,0,478,853,1277,0,155,20,10,0,0,0,0,0,353,17,0,157,743,322,0,0,0,0,0
280030,Aracaju,664908,10149,24138,47854,128375,55200,110861,35384,28668,349,0,11763,24707,42310,73,202,2399,354,36,0,0,0,0,17324,339,0,909,15164,1557,41,50,1,0,0
280040,Arauá,9947,149,348,644,1502,812,1326,736,162,0,0,211,466,471,0,0,7,9,0,0,0,0,0,162,0,0,113,461,0,0,0,0,0,0
280050,Areia Branca,18686,281,548,1047,2542,1371,2131,1192,260,0,0,335,569,899,0,0,61,7,0,0,0,0,0,242,0,0,143,529,278,0,0,0,0,0
280060,Barra dos Coqueiros,30930,358,816,1754,4275,2195,3632,1618,560,0,0,424,868,1486,0,201,70,23,0,0,0,0,0,294,0,0,178,788,358,0,0,0,0,0
280067,Boquim,26899,476,1158,1852,4716,2746,3961,2187,599,9,0,564,1191,1553,0,0,27,18,0,0,0,0,0,383,9,0,226,1136,433,0,0,0,0,0
280070,Brejo Grande,8353,121,199,417,1978,458,1545,347,133,0,0,154,197,391,0,657,13,0,0,0,0,0,0,101,0,0,65,180,1,0,0,0,0,0
280100,Campo do Brito,18218,408,774,1318,3095,1955,2647,1748,263,0,0,439,784,1078,0,0,10,19,0,1,0,0,53,238,0,0,530,703,277,0,0,0,0,0
280110,Canhoba,4006,72,156,232,608,348,628,260,82,0,0,98,173,265,0,0,10,0,0,0,0,0,0,74,0,0,42,143,1,0,0,0,0,0
280120,Canindé de São Francisco,30402,278,703,1214,3390,1735,3028,1606,420,0,0,341,794,1032,0,392,39,10,0,0,0,0,0,350,0,0,326,733,197,0,0,0,0,0
280130,Capela,34514,564,1121,2006,5623,2093,4650,1682,686,0,0,639,1093,1606,0,582,25,16,0,0,0,0,3,530,0,0,241,834,77,0,0,0,0,0
280140,Carira,22239,450,956,1559,3622,2292,3419,2109,306,0,0,508,959,1620,0,0,12,14,0,0,0,0,0,241,0,0,470,906,492,0,0,0,0,0
280150,Carmópolis,16937,117,294,770,1681,861,1647,572,281,0,0,140,326,855,0,0,36,9,0,0,0,0,0,255,0,0,59,146,112,0,0,0,0,0
