codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6
280010,Amparo de São Francisco,2380,51,89,140,122,52,124,50,56,0,0,41,27,0,45,0,0,5,0,0
280020,Aquidabã,21681,481,932,1543,983,372,922,341,298,18,0,438,168,0,255,17,0,69,0,0
280030,Aracaju,664908,10149,24138,47854,38740,13230,38267,13017,17959,243,0,10105,9960,0,12781,236,0,0,0,0
280040,Arauá,9947,149,348,644,412,172,403,172,152,0,0,179,72,0,142,0,0,30,0,0
280050,Areia Branca,18686,281,548,1047,668,308,652,259,234,0,0,308,110,0,222,0,0,37,0,0
280060,Barra dos Coqueiros,30930,358,816,1754,995,295,975,259,497,0,0,375,103,0,209,0,0,50,0,0
280067,Boquim,26899,476,1158,1852,1326,366,1319,371,558,9,0,538,214,0,262,9,0,100,0,0
280070,Brejo Grande,8353,121,199,417,228,78,215,78,68,0,0,141,6,0,55,0,0,23,0,0
280100,Campo do Brito,18218,408,774,1318,829,309,797,302,233,0,0,407,157,0,215,0,0,87,0,0
280110,Canhoba,4006,72,156,232,168,68,149,61,63,0,0,69,17,0,51,0,0,10,0,0
280120,Canindé de São Francisco,30402,278,703,1214,695,275,707,260,249,0,0,311,147,0,208,0,0,52,0,0
280130,Capela,34514,564,1121,2006,1403,343,1219,323,536,0,0,589,94,0,225,0,0,98,0,0
280140,Carira,22239,450,956,1559,862,292,890,269,232,0,0,443,215,0,198,0,0,71,0,0
280150,Carmópolis,16937,117,294,770,441,261,409,235,242,0,0,139,28,0,215,0,0,20,0,0
280160,Cedro de São João,5913,140,291,399,308,128,319,117,126,0,0,127,66,0,103,0,0,14,0,0
280170,Cristinápolis,18029,202,496,876,757,417,623,255,295,0,0,222,106,0,230,0,0,25,0,0
280190,Cumbe,3998,94,198,262,213,83,225,73,67,0,0,93,65,0,60,0,0,13,0,0
280200,Divina Pastora,5215,69,155,317,228,108,238,108,112,0,0,75,51,0,97,0,0,11,0,0
280210,Estância,69556,1093,2308,4544,2888,978,2600,963,1263,33,0,974,330,0,751,33,0,179,0,0
280220,Feira Nova,5601,100,217,383,203,73,207,64,67,0,0,88,52,0,58,0,0,6,0,0
280230,Frei Paulo,15556,294,608,994,565,205,577,198,168,0,0,276,133,0,145,0,0,53,0,0
280240,Gararu,11601,203,448,701,403,123,397,124,125,0,0,226,46,0,83,0,0,41,0,0
280250,General Maynard,3384,47,109,207,163,83,175,96,87,0,0,50,38,0,85,0,0,11,0,0
280260,Gracho Cardoso,5824,150,281,469,293,103,324,101,83,0,0,164,77,0,72,0,0,29,0,0
280270,Ilha das Flores,8521,170,275,452,292,112,297,110,87,0,0,171,39,0,77,0,0,33,0,0
280280,Indiaroba,18149,221,453,850,502,212,469,207,171,0,0,233,65,0,167,0,0,40,0,0
280290,Itabaiana,96142,1449,3289,6024,4337,1337,3955,1305,1930,148,0,1475,402,0,973,148,0,184,0,0
280300,Itabaianinha,42166,630,1353,2494,1399,389,1407,356,528,0,0,618,261,0,273,0,0,83,0,0
280310,Itabi,4886,115,264,446,253,83,216,61,87,0,0,98,31,0,52,0,0,9,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,1094,474,974,491,436,0,0,417,121,0,426,0,0,65,0,0
280330,Japaratuba,18907,302,670,1215,710,310,646,285,256,0,0,284,106,0,235,0,0,50,0,0
280340,Japoatã,13429,208,477,734,485,195,484,163,173,0,0,224,87,0,133,0,0,30,0,0
280350,Lagarto,105221,1941,4108,7217,6035,1915,6232,1852,3162,48,0,1932,1090,0,1475,44,0,333,0,0
280360,Laranjeiras,30080,269,727,1448,835,425,799,388,403,0,0,272,124,0,345,0,0,43,0,0
280370,Macambira,6961,178,337,535,335,95,346,95,71,0,0,167,108,0,60,0,0,35,0,0
280380,Malhada dos Bois,3699,55,111,180,177,87,188,81,90,0,0,81,17,0,75,0,0,6,0,0
280390,Malhador,12653,203,468,914,431,141,455,139,121,0,0,211,123,0,103,0,0,36,0,0
280400,Maruim,17271,179,453,898,561,251,584,241,240,0,0,225,119,0,200,0,0,41,0,0
280410,Moita Bonita,11348,318,611,904,565,175,574,178,130,0,0,313,131,0,111,0,0,67,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,445,165,441,159,153,0,0,193,95,0,129,0,0,30,0,0
280430,Muribeca,7639,120,263,500,281,121,274,86,88,0,0,132,54,0,82,0,0,4,0,0
280440,Neópolis,18703,361,698,1274,816,366,815,280,339,0,0,316,160,0,253,0,0,27,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,380,150,380,147,129,0,0,201,50,0,120,0,0,27,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,1458,358,1475,384,670,20,0,567,218,0,252,19,0,113,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,1089,449,1019,446,377,0,0,432,210,0,357,0,0,89,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,298,138,305,101,110,0,0,131,64,0,88,0,0,13,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,4176,1354,4107,2230,2033,36,0,1339,699,0,2030,36,0,164,0,0
280490,Pacatuba,14540,230,455,822,456,166,451,155,140,0,0,215,96,0,117,0,0,38,0,0
280500,Pedra Mole,3285,65,121,245,149,49,150,49,52,0,0,61,37,0,41,0,0,8,0,0
280510,Pedrinhas,9665,156,335,604,313,113,299,112,94,0,0,134,71,0,80,0,0,32,0,0
