codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose1_grupo10,aplicadas_dose1_grupo11,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9,aplicadas_dose2_grupo10,aplicadas_dose2_grupo11
280380,Malhada dos Bois,3699,55,111,180,512,317,476,246,101,0,0,62,124,175,0,0,9,5,0,95,0,0,48,89,14,0,0,0,0,0
280390,Malhador,12653,203,468,914,1931,1101,1620,977,154,0,0,221,491,733,0,0,11,10,0,135,0,0,218,435,189,0,0,0,0,0
280400,Maruim,17271,179,453,898,2116,1251,1818,1069,258,0,0,241,531,739,0,0,45,4,0,250,0,0,220,483,116,0,0,0,0,0
280410,Moita Bonita,11348,318,611,904,2225,1445,1958,1290,132,0,0,322,607,877,0,0,11,9,0,129,0,0,320,571,270,0,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,1843,1124,1547,977,185,0,0,212,442,701,0,0,3,4,0,184,0,0,207,370,216,0,0,0,0,0
280430,Muribeca,7639,120,263,500,1136,601,992,448,105,0,0,125,283,465,0,0,13,1,0,98,0,0,59,249,42,0,0,0,0,0
280440,Neópolis,18703,361,698,1274,3126,1706,2469,1406,402,0,0,405,674,952,0,0,27,9,0,382,0,0,137,528,359,0,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,1715,1170,1517,999,140,0,0,220,442,586,0,120,4,5,0,137,0,0,215,430,217,0,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,5276,2671,4292,2268,818,20,0,686,1329,1386,0,0,46,7,0,508,19,0,642,1099,0,0,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,4279,2649,3672,2272,561,0,0,544,1059,1448,0,0,42,18,0,468,0,0,460,919,425,0,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,1107,628,930,529,117,0,0,157,293,347,0,0,13,3,0,109,0,0,76,241,103,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,21305,11215,15780,9966,2258,36,0,1468,3802,7929,0,0,218,69,0,1088,36,0,1309,3456,4077,0,0,0,0,0
280490,Pacatuba,14540,230,455,822,1899,999,1639,891,184,0,0,229,454,753,0,0,8,11,0,164,0,0,71,420,236,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,549,329,472,309,64,0,0,68,145,187,0,0,7,1,0,61,0,0,66,137,45,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,1353,713,1173,503,131,0,0,181,356,488,0,0,11,6,0,106,0,0,50,235,112,0,0,0,0,0
280520,Pinhão,6627,134,336,524,1206,761,1012,695,86,0,0,127,319,466,0,0,9,5,0,80,0,0,123,294,198,0,0,0,0,0
280530,Pirambu,9359,130,267,522,1541,846,1303,694,160,0,0,157,261,469,0,229,24,3,0,152,0,0,148,238,156,0,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,4731,2736,3647,2077,411,0,0,493,1098,1298,0,300,34,13,0,295,0,0,434,1043,305,0,0,0,0,0
280550,Poço Verde,23867,576,1241,1828,4606,2511,3815,2020,378,0,0,543,1096,1637,0,140,14,7,0,375,0,0,178,1035,432,0,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,4707,2547,4248,2602,430,0,260,498,1051,1545,0,408,45,11,0,391,0,260,491,978,482,0,0,0,0,0
280570,Propriá,29692,524,990,1914,4734,2123,4203,1855,1017,21,0,578,885,1593,0,0,92,17,0,676,21,0,191,804,163,0,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,3428,1793,3069,1649,303,0,0,567,866,1077,0,231,21,4,0,299,0,0,216,822,312,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,1560,800,1260,614,203,0,0,133,253,487,0,160,17,7,0,200,0,0,67,216,131,0,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,3388,2183,2938,2018,379,49,0,443,836,1180,0,0,37,14,0,331,49,0,410,834,394,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,1409,874,1180,765,275,0,0,130,325,421,0,0,19,10,0,261,0,0,121,272,111,0,0,0,0,0
280620,Salgado,20025,352,780,1250,3052,1927,2567,1748,268,0,0,408,838,1038,0,0,7,8,0,258,0,0,400,794,296,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,4466,856,3196,638,165,0,0,183,389,634,0,1804,11,10,0,143,0,0,110,255,130,0,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,403,892,472,607,383,95,0,0,93,175,227,0,0,14,3,0,95,0,0,27,168,93,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,472,688,403,826,405,114,0,0,137,258,308,0,0,6,3,0,96,0,0,53,229,27,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,1793,1064,1612,711,167,0,0,235,419,757,0,0,26,8,0,162,0,0,226,303,20,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,11912,6052,9360,4662,1285,27,0,1069,2184,4624,0,30,102,39,0,660,26,0,357,1978,1641,0,0,0,0,0
280680,São Domingos,11207,218,488,817,1851,1146,1586,1007,161,0,0,191,478,732,0,0,9,15,0,141,0,0,191,476,199,0,0,0,0,0
280690,São Francisco,3781,64,138,246,579,329,480,249,75,0,0,63,116,214,0,0,11,1,0,69,0,0,20,105,55,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,719,459,591,373,90,0,0,94,184,213,0,0,8,2,0,89,0,0,93,183,8,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,7145,3830,6103,2502,768,12,0,1122,1827,2025,0,254,79,16,0,427,12,0,479,1584,0,0,0,0,0,0
280720,Siriri,8970,154,316,533,1518,893,1247,689,148,0,0,161,305,454,0,168,10,1,0,127,0,0,154,286,122,0,0,0,0,0
280730,Telha,3249,49,100,178,499,289,432,264,87,0,0,59,101,175,0,0,6,4,0,81,0,0,26,98,59,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,8708,4858,7531,4339,970,33,0,1298,2076,2943,0,0,178,33,0,763,33,0,441,1949,1153,0,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,1816,966,1416,781,171,0,0,203,432,596,0,0,14,0,0,131,0,0,124,351,175,0,0,0,0,0
280760,Umbaúba,25550,308,725,1482,3403,1818,2757,1629,433,0,0,366,698,1214,0,0,22,24,0,363,0,0,125,646,495,0,0,0,0,0
