codigo_municipio,municipio,populacao_total,populacao_grupo4,populacao_grupo5,populacao_grupo6,enviadas_dose1,enviadas_dose2,aplicadas_dose1,aplicadas_dose2,aplicadas_dose1_grupo1,aplicadas_dose1_grupo2,aplicadas_dose1_grupo3,aplicadas_dose1_grupo4,aplicadas_dose1_grupo5,aplicadas_dose1_grupo6,aplicadas_dose1_grupo7,aplicadas_dose1_grupo8,aplicadas_dose1_grupo9,aplicadas_dose1_grupo10,aplicadas_dose1_grupo11,aplicadas_dose1_grupo12,aplicadas_dose1_grupo13,aplicadas_dose1_grupo14,aplicadas_dose1_grupo15,aplicadas_dose2_grupo1,aplicadas_dose2_grupo2,aplicadas_dose2_grupo3,aplicadas_dose2_grupo4,aplicadas_dose2_grupo5,aplicadas_dose2_grupo6,aplicadas_dose2_grupo7,aplicadas_dose2_grupo8,aplicadas_dose2_grupo9,aplicadas_dose2_grupo10,aplicadas_dose2_grupo11
280160,Cedro de São João,5913,140,291,399,1313,657,951,622,141,0,0,117,308,362,0,0,9,6,0,0,0,0,8,130,0,0,52,283,157,0,0,0,0,0
280170,Cristinápolis,18029,202,496,876,2767,1397,1869,1143,303,0,0,292,489,756,0,0,12,6,0,0,0,0,11,300,0,0,152,442,249,0,0,0,0,0
280190,Cumbe,3998,94,198,262,1099,434,807,410,70,0,0,98,198,235,0,188,8,0,0,0,0,0,10,70,0,0,39,196,105,0,0,0,0,0
280200,Divina Pastora,5215,69,155,317,898,418,630,395,132,0,0,79,149,224,0,0,13,1,0,0,0,0,32,116,0,0,32,145,102,0,0,0,0,0
280210,Estância,69556,1093,2308,4544,13773,5368,10370,3880,1991,33,0,1225,2390,4014,0,261,280,30,0,14,47,0,85,1147,33,0,1113,1587,0,0,0,0,0,0
280220,Feira Nova,5601,100,217,383,1043,553,708,404,75,0,0,100,232,287,0,0,8,1,0,0,0,0,5,75,0,0,99,200,30,0,0,0,0,0
280230,Frei Paulo,15556,294,608,994,2995,1535,2385,1404,218,0,0,307,592,950,0,180,14,3,0,0,0,71,50,205,0,0,288,566,345,0,0,0,0,0
280240,Gararu,11601,203,448,701,2068,1083,1507,915,141,4,0,257,516,568,0,0,14,6,0,0,0,0,1,128,4,0,245,441,97,0,0,0,0,0
280250,General Maynard,3384,47,109,207,633,313,494,280,104,0,0,52,106,206,0,0,24,2,0,0,0,0,0,94,0,0,21,106,59,0,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,1303,723,993,632,108,0,0,166,282,424,0,0,8,5,0,0,0,0,0,79,0,0,162,269,122,0,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,1747,632,1374,585,130,0,0,186,274,460,0,310,10,4,0,0,0,0,0,115,0,0,81,253,136,0,0,0,0,0
280280,Indiaroba,18149,221,453,850,2562,1112,1742,897,230,0,0,280,440,622,0,117,43,10,0,0,0,0,0,209,0,0,112,379,197,0,0,0,0,0
280290,Itabaiana,96142,1449,3289,6024,17987,8141,14221,6969,2203,227,0,1947,3396,5834,0,0,157,54,0,1,1,8,393,1524,156,0,1668,2842,779,0,0,0,0,0
280300,Itabaianinha,42166,630,1353,2494,6741,3071,5425,2602,677,0,0,691,1233,2079,0,0,58,20,0,0,0,20,647,401,0,0,254,1179,768,0,0,0,0,0
280310,Itabi,4886,115,264,446,1208,653,893,607,91,0,0,105,281,404,0,0,6,4,0,1,0,0,1,88,0,0,104,268,147,0,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,5381,2526,4182,2050,566,0,0,463,1246,1660,0,0,51,14,0,0,0,0,182,518,0,0,232,966,334,0,0,0,0,0
280330,Japaratuba,18907,302,670,1215,3995,1790,2609,1456,274,0,0,298,699,961,0,317,26,10,0,0,0,0,24,260,0,0,286,635,275,0,0,0,0,0
280340,Japoatã,13429,208,477,734,2930,1095,2270,903,216,0,0,256,496,738,0,524,27,13,0,0,0,0,0,204,0,0,85,444,170,0,0,0,0,0
280350,Lagarto,105221,1941,4108,7217,23390,10890,17356,8586,3507,48,0,2020,4131,6521,0,661,152,62,0,2,6,12,234,2100,46,0,821,3507,2112,0,0,0,0,0
280360,Laranjeiras,30080,269,727,1448,7260,1895,4820,1568,480,0,0,295,713,1221,0,1958,91,21,0,0,0,0,41,418,0,0,110,679,361,0,0,0,0,0
280370,Macambira,6961,178,337,535,1500,845,1102,710,102,0,0,185,317,475,0,0,11,4,0,0,0,0,8,93,0,0,143,318,156,0,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,622,327,476,246,101,0,0,62,124,175,0,0,9,5,0,0,0,0,0,95,0,0,48,89,14,0,0,0,0,0
280390,Malhador,12653,203,468,914,2321,1131,1672,977,154,0,0,221,491,778,0,0,11,10,0,0,0,0,7,135,0,0,218,435,189,0,0,0,0,0
280400,Maruim,17271,179,453,898,2581,1281,1862,1070,258,0,0,241,531,781,0,0,45,4,0,0,0,0,2,250,0,0,220,483,117,0,0,0,0,0
280410,Moita Bonita,11348,318,611,904,2585,1475,1958,1290,132,0,0,322,607,877,0,0,11,9,0,0,0,0,0,129,0,0,320,571,270,0,0,0,0,0
280420,Monte Alegre de Sergipe,15175,183,452,806,2268,1154,1575,984,185,0,0,212,442,716,0,0,7,4,0,0,0,0,9,184,0,0,208,376,216,0,0,0,0,0
280430,Muribeca,7639,120,263,500,1361,621,1006,457,105,0,0,125,283,470,0,0,13,1,0,0,0,0,9,99,0,0,59,249,50,0,0,0,0,0
280440,Neópolis,18703,361,698,1274,3716,1746,2574,1484,411,0,0,405,675,1046,0,0,27,10,0,0,0,0,0,383,0,0,138,541,422,0,0,0,0,0
280445,Nossa Senhora Aparecida,8809,170,416,645,2000,1190,1545,1054,140,0,0,220,443,605,0,126,6,5,0,0,0,0,0,138,0,0,217,439,260,0,0,0,0,0
280450,Nossa Senhora da Glória,37324,525,1255,2188,6396,2731,4278,2288,818,20,0,686,1330,1348,0,0,69,7,0,0,0,0,0,508,19,0,642,1103,16,0,0,0,0,0
280460,Nossa Senhora das Dores,26795,473,1011,1821,5069,2709,3709,2375,564,0,0,544,1059,1463,0,0,42,18,0,0,0,0,19,473,0,0,460,922,520,0,0,0,0,0
280470,Nossa Senhora de Lourdes,6496,114,268,459,1332,648,989,541,119,0,0,130,294,429,0,0,14,3,0,0,0,0,0,109,0,0,77,248,107,0,0,0,0,0
280480,Nossa Senhora do Socorro,185706,1310,4085,10283,27100,11215,16518,10230,2287,36,0,1468,3816,8131,0,0,303,71,0,0,1,0,405,1150,36,0,1312,3483,4249,0,0,0,0,0
280490,Pacatuba,14540,230,455,822,2254,1029,1773,900,184,0,0,229,454,765,0,0,8,11,0,0,4,1,117,166,0,0,71,423,240,0,0,0,0,0
280500,Pedra Mole,3285,65,121,245,654,339,504,309,64,0,0,68,145,196,0,0,7,1,0,0,0,0,23,61,0,0,66,137,45,0,0,0,0,0
280510,Pedrinhas,9665,156,335,604,1653,733,1239,694,133,0,0,183,395,511,0,0,11,6,0,0,0,0,0,107,0,0,53,362,172,0,0,0,0,0
280520,Pinhão,6627,134,336,524,1421,781,1019,735,86,0,0,127,319,473,0,0,9,5,0,0,0,0,0,80,0,0,124,301,230,0,0,0,0,0
280530,Pirambu,9359,130,267,522,1801,866,1350,788,161,0,0,157,261,485,0,229,24,3,0,0,0,0,30,153,0,0,152,252,231,0,0,0,0,0
280540,Poço Redondo,35122,399,1056,1672,5576,2786,3741,2542,412,0,0,493,1098,1300,0,300,34,13,0,1,1,0,89,330,0,0,436,1098,678,0,0,0,0,0
280550,Poço Verde,23867,576,1241,1828,5381,2571,3950,2120,378,0,0,543,1099,1731,0,140,14,7,0,0,0,0,38,376,0,0,181,1076,487,0,0,0,0,0
280560,Porto da Folha,28693,477,1002,1660,5472,2597,4502,2657,431,0,260,499,1052,1562,0,408,45,11,0,0,0,0,234,394,0,260,491,979,533,0,0,0,0,0
280570,Propriá,29692,524,990,1914,5749,2173,4203,1855,1017,21,0,578,885,1593,0,0,92,17,0,0,0,0,0,676,21,0,191,804,163,0,0,0,0,0
280580,Riachão do Dantas,19809,386,781,1181,4018,1833,2983,1695,303,0,0,467,866,1083,0,231,22,4,0,0,1,0,6,299,0,0,216,824,356,0,0,0,0,0
280590,Riachuelo,10284,116,275,517,1825,805,1285,744,206,0,0,133,253,504,0,160,17,7,0,0,0,0,5,201,0,0,67,224,252,0,0,0,0,0
280600,Ribeirópolis,18773,438,892,1340,3998,2223,3109,2018,387,49,0,443,839,1217,0,0,37,14,0,0,1,21,101,331,49,0,410,834,394,0,0,0,0,0
280610,Rosário do Catete,11008,97,240,544,1709,894,1207,765,277,0,0,130,325,427,0,0,22,10,0,0,0,0,16,261,0,0,121,272,111,0,0,0,0,0
280620,Salgado,20025,352,780,1250,3672,1967,2725,1846,269,0,0,408,838,1170,0,0,7,14,0,0,0,0,19,263,0,0,401,797,385,0,0,0,0,0
280630,Santa Luzia do Itanhy,14121,156,374,758,4811,856,3289,712,165,0,0,184,389,657,0,1857,11,10,0,0,0,0,16,147,0,0,108,258,199,0,0,0,0,0
280650,Santa Rosa de Lima,3923,88,163,403,992,492,607,383,95,0,0,93,175,227,0,0,14,3,0,0,0,0,0,95,0,0,27,168,93,0,0,0,0,0
280640,Santana do São Francisco,7844,111,218,472,878,413,916,445,115,0,0,137,259,351,0,0,7,3,0,0,0,0,44,96,0,0,53,232,64,0,0,0,0,0
280660,Santo Amaro das Brotas,12151,205,399,774,2150,1094,1625,719,167,0,0,235,422,767,0,0,26,8,0,0,0,0,0,162,0,0,227,305,25,0,0,0,0,0
280670,São Cristóvão,91093,989,2400,5663,14697,6222,9600,4961,1288,27,0,1070,2194,4783,0,30,102,43,0,1,2,0,60,779,26,0,360,2004,1792,0,0,0,0,0
280680,São Domingos,11207,218,488,817,2171,1176,1764,1038,164,0,0,191,479,747,0,0,17,15,0,0,0,24,127,142,0,0,191,476,229,0,0,0,0,0
280690,São Francisco,3781,64,138,246,704,339,504,302,76,0,0,63,116,227,0,0,11,1,0,0,0,0,10,71,0,0,20,108,103,0,0,0,0,0
280700,São Miguel do Aleixo,3947,83,169,283,839,469,667,373,90,0,0,94,184,286,0,0,8,2,0,0,0,0,3,89,0,0,93,183,8,0,0,0,0,0
280710,Simão Dias,40606,914,1749,2657,8455,3920,6494,3069,784,12,0,1123,1832,2375,0,254,86,20,0,0,0,0,8,630,12,0,479,1416,532,0,0,0,0,0
280720,Siriri,8970,154,316,533,1758,913,1295,807,151,0,0,161,305,456,0,168,10,1,0,0,0,1,42,133,0,0,155,289,230,0,0,0,0,0
280730,Telha,3249,49,100,178,589,299,452,273,88,0,0,59,101,176,0,0,11,4,0,0,0,0,13,81,0,0,26,98,68,0,0,0,0,0
280740,Tobias Barreto,52530,1046,2188,3513,10363,4968,7798,4561,985,33,0,1300,2082,3007,0,0,179,33,0,0,0,5,174,887,33,0,443,1957,1241,0,0,0,0,0
280750,Tomar do Geru,13535,208,446,760,2206,996,1452,831,172,0,0,203,437,626,0,0,14,0,0,0,0,0,0,133,0,0,125,355,218,0,0,0,0,0
280760,Umbaúba,25550,308,725,1482,4098,1868,2757,1629,433,0,0,366,698,1214,0,0,22,24,0,0,0,0,0,363,0,0,125,646,495,0,0,0,0,0
