date,last_available_confirmed,last_available_deaths,new_confirmed,new_deaths,mean_confirmed,mean_deaths,pct_change_confirmed,pct_change_deaths
2020-05-24,5314,93,183,7,281.57142857142856,5.142857142857143,0.8933717579250717,0.8
2020-05-25,5448,103,134,10,268.85714285714283,6.285714285714286,0.8307392996108947,1.1999999999999997
2020-05-26,5735,116,287,13,252.57142857142858,7.571428571428571,0.5590828924162259,2.3125
2020-05-27,5912,127,177,11,233.57142857142858,8.285714285714286,0.28740157480314976,2.0526315789473686
2020-05-28,6156,135,244,8,203.14285714285714,8.428571428571429,0.11093749999999991,1.681818181818182
2020-05-29,6462,142,306,7,220.0,8.571428571428571,0.07692307692307687,1.727272727272727
2020-05-30,6805,149,343,7,239.14285714285714,9.0,0.0820943762120232,2.15
2020-05-31,6999,158,194,9,240.71428571428572,9.285714285714286,0.0718829516539441,1.8260869565217397
2020-06-01,7233,166,234,8,255.0,9.0,0.01075877689694238,1.8636363636363638
2020-06-02,7555,172,322,6,260.0,8.0,-0.05943152454780365,1.1538461538461537
2020-06-03,7989,180,434,8,296.7142857142857,7.571428571428571,0.03384768541562977,0.9629629629629628
2020-06-04,8200,186,211,6,292.0,7.285714285714286,-0.08750000000000002,0.7586206896551722
2020-06-05,8577,198,377,12,302.14285714285717,8.0,0.02969814995131448,0.75
2020-06-06,8972,208,395,10,309.57142857142856,8.428571428571429,0.08567134268537058,0.7878787878787878
2020-06-07,9290,217,318,9,327.2857142857143,8.428571428571429,0.16235413495687467,0.6388888888888888
2020-06-08,9727,234,437,17,356.2857142857143,9.714285714285714,0.3251859723698194,0.5454545454545454
2020-06-09,10126,252,399,18,367.2857142857143,11.428571428571429,0.4541855203619909,0.509433962264151
2020-06-10,10615,264,489,12,375.14285714285717,12.0,0.6061162079510705,0.4482758620689653
2020-06-11,11056,283,441,19,408.0,13.857142857142858,1.0084388185654007,0.6440677966101696
2020-06-12,11534,305,478,22,422.42857142857144,15.285714285714286,0.9201298701298701,0.7833333333333334
2020-06-13,12866,316,1332,11,556.2857142857143,15.428571428571429,1.3261648745519716,0.7142857142857144
2020-06-14,13968,330,1102,14,668.2857142857143,16.142857142857142,1.776261127596439,0.7384615384615383
2020-06-15,15675,352,1707,22,849.7142857142857,16.857142857142858,2.3322128851540613,0.873015873015873
2020-06-16,16310,364,635,12,883.4285714285714,16.0,2.3978021978021977,1.0
2020-06-17,16807,383,497,19,884.5714285714286,17.0,1.9812229176697156,1.2452830188679247
2020-06-18,17338,400,531,17,897.4285714285714,16.714285714285715,2.073385518590998,1.2941176470588238
2020-06-19,17808,426,470,26,896.2857142857143,17.285714285714285,1.9664302600472814,1.1607142857142856
2020-06-20,18449,448,641,22,797.5714285714286,18.857142857142858,1.5763728657129672,1.2372881355932202
2020-06-21,18985,462,536,14,716.7142857142857,18.857142857142858,1.189873417721519,1.2372881355932202
2020-06-22,19384,491,399,29,529.8571428571429,19.857142857142858,0.4871692060946273,1.0441176470588238
2020-06-23,19883,511,499,20,510.42857142857144,21.0,0.3897316219369895,0.8374999999999999
2020-06-24,20353,524,470,13,506.57142857142856,20.142857142857142,0.35034272658035026,0.6785714285714286
2020-06-25,21081,554,728,30,534.7142857142857,22.0,0.31057422969187654,0.5876288659793814
2020-06-26,21908,579,827,25,585.7142857142857,21.857142857142858,0.3865404125803178,0.4299065420560748
2020-06-27,23319,605,1411,26,695.7142857142857,22.428571428571427,0.2506420133538776,0.4537037037037035
2020-06-28,24421,620,1102,15,776.5714285714286,22.571428571428573,0.1620350577169729,0.3982300884955754
2020-06-29,24817,653,396,33,776.1428571428571,23.142857142857142,-0.08658372562205785,0.3728813559322033
2020-06-30,25411,676,594,23,789.7142857142857,23.571428571428573,-0.10608020698576981,0.4732142857142858
2020-07-01,26612,725,1201,49,894.1428571428571,28.714285714285715,0.010820413436692489,0.6890756302521008
2020-07-02,26612,725,0,0,790.1428571428571,24.428571428571427,-0.11954791467685455,0.46153846153846145
2020-07-03,28186,764,1574,39,896.8571428571429,26.428571428571427,0.0006375518010837133,0.5289256198347108
2020-07-04,29761,783,1575,19,920.2857142857143,25.428571428571427,0.15385993193623504,0.3484848484848484
2020-07-05,30217,798,456,15,828.0,25.428571428571427,0.15527207494518636,0.3484848484848484
2020-07-06,30718,826,501,28,843.0,24.714285714285715,0.5909948773254246,0.24460431654676262
2020-07-07,31640,851,922,25,889.8571428571429,25.0,0.7433529247131263,0.19047619047619047
2020-07-08,32490,875,850,24,839.7142857142857,21.428571428571427,0.6576424139875916,0.06382978723404253
2020-07-09,33416,901,926,26,972.0,25.142857142857142,0.8177932139994659,0.1428571428571428
2020-07-10,34713,931,1297,30,932.4285714285714,23.857142857142858,0.5919512195121952,0.0915032679738561
2020-07-11,36046,954,1333,23,897.8571428571429,24.428571428571427,0.29055441478439437,0.08917197452229297
2020-07-12,37631,984,1585,30,1059.142857142857,26.571428571428573,0.36387049300956575,0.17721518987341778
2020-07-13,38221,1012,590,28,1071.857142857143,26.571428571428573,0.3810049696300388,0.14814814814814814
2020-07-14,39167,1033,946,21,1075.2857142857142,26.0,0.36161360347322713,0.10303030303030303
2020-07-15,40139,1054,972,21,1092.7142857142858,25.571428571428573,0.22208020450551214,-0.1094527363184079
